"TIME","GEO","DECISION","CITIZEN","UNIT","Value"
"2005M03","Spain","Rejected","Total","Person","305"
"2005M03","France","Rejected","Total","Person","4,495"
"2005M03","Italy","Rejected","Total","Person","1,470"
"2005M03","Cyprus","Rejected","Total","Person","395"
"2005M03","Latvia","Rejected","Total","Person","0"
"2005M03","Lithuania","Rejected","Total","Person","0"
"2005M03","Luxembourg","Rejected","Total","Person",":"
"2005M03","Hungary","Rejected","Total","Person","35"
"2005M03","Malta","Rejected","Total","Person","35"
"2005M03","Netherlands","Rejected","Total","Person",":"
"2005M03","Austria","Rejected","Total","Person","450"
"2005M03","Poland","Rejected","Total","Person","200"
"2005M03","Portugal","Rejected","Total","Person","5"
"2005M03","Romania","Rejected","Total","Person",":"
"2005M03","Slovenia","Rejected","Total","Person","25"
"2005M03","Slovakia","Rejected","Total","Person","100"
"2005M03","Finland","Rejected","Total","Person","285"
"2005M03","Sweden","Rejected","Total","Person","1,715"
"2005M03","United Kingdom","Rejected","Total","Person","2,460"
"2005M03","Norway","Rejected","Total","Person",":"
"2005M04","Belgium","Rejected","Total","Person","960"
"2005M04","Bulgaria","Rejected","Total","Person","30"
"2005M04","Czech Republic","Rejected","Total","Person","250"
"2005M04","Denmark","Rejected","Total","Person","85"
"2005M04","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,215"
"2005M04","Estonia","Rejected","Total","Person","0"
"2005M04","Ireland","Rejected","Total","Person","480"
"2005M04","Greece","Rejected","Total","Person","230"
"2005M04","Spain","Rejected","Total","Person","400"
"2005M04","France","Rejected","Total","Person","4,025"
"2005M04","Italy","Rejected","Total","Person","220"
"2005M04","Cyprus","Rejected","Total","Person","255"
"2005M04","Latvia","Rejected","Total","Person","0"
"2005M04","Lithuania","Rejected","Total","Person","5"
"2005M04","Luxembourg","Rejected","Total","Person",":"
"2005M04","Hungary","Rejected","Total","Person","60"
"2005M04","Malta","Rejected","Total","Person","55"
"2005M04","Netherlands","Rejected","Total","Person",":"
"2005M04","Austria","Rejected","Total","Person","460"
"2005M04","Poland","Rejected","Total","Person","210"
"2005M04","Portugal","Rejected","Total","Person","0"
"2005M04","Romania","Rejected","Total","Person",":"
"2005M04","Slovenia","Rejected","Total","Person","15"
"2005M04","Slovakia","Rejected","Total","Person","40"
"2005M04","Finland","Rejected","Total","Person","195"
"2005M04","Sweden","Rejected","Total","Person","1,615"
"2005M04","United Kingdom","Rejected","Total","Person","2,495"
"2005M04","Norway","Rejected","Total","Person",":"
"2005M05","Belgium","Rejected","Total","Person","1,015"
"2005M05","Bulgaria","Rejected","Total","Person","15"
"2005M05","Czech Republic","Rejected","Total","Person","200"
"2005M05","Denmark","Rejected","Total","Person","80"
"2005M05","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,170"
"2005M05","Estonia","Rejected","Total","Person","0"
"2005M05","Ireland","Rejected","Total","Person","415"
"2005M05","Greece","Rejected","Total","Person","170"
"2005M05","Spain","Rejected","Total","Person","385"
"2005M05","France","Rejected","Total","Person","4,170"
"2005M05","Italy","Rejected","Total","Person","275"
"2005M05","Cyprus","Rejected","Total","Person","330"
"2005M05","Latvia","Rejected","Total","Person","0"
"2005M05","Lithuania","Rejected","Total","Person","5"
"2005M05","Luxembourg","Rejected","Total","Person",":"
"2005M05","Hungary","Rejected","Total","Person","60"
"2005M05","Malta","Rejected","Total","Person","25"
"2005M05","Netherlands","Rejected","Total","Person",":"
"2005M05","Austria","Rejected","Total","Person","470"
"2005M05","Poland","Rejected","Total","Person","165"
"2005M05","Portugal","Rejected","Total","Person","5"
"2005M05","Romania","Rejected","Total","Person",":"
"2005M05","Slovenia","Rejected","Total","Person","25"
"2005M05","Slovakia","Rejected","Total","Person","70"
"2005M05","Finland","Rejected","Total","Person","280"
"2005M05","Sweden","Rejected","Total","Person","1,355"
"2005M05","United Kingdom","Rejected","Total","Person","2,290"
"2005M05","Norway","Rejected","Total","Person",":"
"2005M06","Belgium","Rejected","Total","Person","1,065"
"2005M06","Bulgaria","Rejected","Total","Person","55"
"2005M06","Czech Republic","Rejected","Total","Person","210"
"2005M06","Denmark","Rejected","Total","Person","130"
"2005M06","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,565"
"2005M06","Estonia","Rejected","Total","Person","0"
"2005M06","Ireland","Rejected","Total","Person","485"
"2005M06","Greece","Rejected","Total","Person","210"
"2005M06","Spain","Rejected","Total","Person","460"
"2005M06","France","Rejected","Total","Person","4,115"
"2005M06","Italy","Rejected","Total","Person","275"
"2005M06","Cyprus","Rejected","Total","Person","165"
"2005M06","Latvia","Rejected","Total","Person","0"
"2005M06","Lithuania","Rejected","Total","Person","0"
"2005M06","Luxembourg","Rejected","Total","Person",":"
"2005M06","Hungary","Rejected","Total","Person","145"
"2005M06","Malta","Rejected","Total","Person","45"
"2005M06","Netherlands","Rejected","Total","Person",":"
"2005M06","Austria","Rejected","Total","Person","500"
"2005M06","Poland","Rejected","Total","Person","175"
"2005M06","Portugal","Rejected","Total","Person","5"
"2005M06","Romania","Rejected","Total","Person",":"
"2005M06","Slovenia","Rejected","Total","Person","40"
"2005M06","Slovakia","Rejected","Total","Person","55"
"2005M06","Finland","Rejected","Total","Person","230"
"2005M06","Sweden","Rejected","Total","Person","1,290"
"2005M06","United Kingdom","Rejected","Total","Person","2,535"
"2005M06","Norway","Rejected","Total","Person",":"
"2005M07","Belgium","Rejected","Total","Person","960"
"2005M07","Bulgaria","Rejected","Total","Person","30"
"2005M07","Czech Republic","Rejected","Total","Person","150"
"2005M07","Denmark","Rejected","Total","Person","105"
"2005M07","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,285"
"2005M07","Estonia","Rejected","Total","Person","5"
"2005M07","Ireland","Rejected","Total","Person","320"
"2005M07","Greece","Rejected","Total","Person","610"
"2005M07","Spain","Rejected","Total","Person","320"
"2005M07","France","Rejected","Total","Person","3,640"
"2005M07","Italy","Rejected","Total","Person","515"
"2005M07","Cyprus","Rejected","Total","Person","180"
"2005M07","Latvia","Rejected","Total","Person","0"
"2005M07","Lithuania","Rejected","Total","Person","0"
"2005M07","Luxembourg","Rejected","Total","Person",":"
"2005M07","Hungary","Rejected","Total","Person","50"
"2005M07","Malta","Rejected","Total","Person","30"
"2005M07","Netherlands","Rejected","Total","Person",":"
"2005M07","Austria","Rejected","Total","Person","440"
"2005M07","Poland","Rejected","Total","Person","125"
"2005M07","Portugal","Rejected","Total","Person","5"
"2005M07","Romania","Rejected","Total","Person",":"
"2005M07","Slovenia","Rejected","Total","Person","90"
"2005M07","Slovakia","Rejected","Total","Person","50"
"2005M07","Finland","Rejected","Total","Person","165"
"2005M07","Sweden","Rejected","Total","Person","1,000"
"2005M07","United Kingdom","Rejected","Total","Person","2,195"
"2005M07","Norway","Rejected","Total","Person",":"
"2005M08","Belgium","Rejected","Total","Person","755"
"2005M08","Bulgaria","Rejected","Total","Person","10"
"2005M08","Czech Republic","Rejected","Total","Person","210"
"2005M08","Denmark","Rejected","Total","Person","70"
"2005M08","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,240"
"2005M08","Estonia","Rejected","Total","Person","0"
"2005M08","Ireland","Rejected","Total","Person","385"
"2005M08","Greece","Rejected","Total","Person","50"
"2005M08","Spain","Rejected","Total","Person","175"
"2005M08","France","Rejected","Total","Person","4,140"
"2005M08","Italy","Rejected","Total","Person","510"
"2005M08","Cyprus","Rejected","Total","Person","100"
"2005M08","Latvia","Rejected","Total","Person","0"
"2005M08","Lithuania","Rejected","Total","Person","0"
"2005M08","Luxembourg","Rejected","Total","Person",":"
"2005M08","Hungary","Rejected","Total","Person","70"
"2005M08","Malta","Rejected","Total","Person","75"
"2005M08","Netherlands","Rejected","Total","Person",":"
"2005M08","Austria","Rejected","Total","Person","430"
"2005M08","Poland","Rejected","Total","Person","85"
"2005M08","Portugal","Rejected","Total","Person","10"
"2005M08","Romania","Rejected","Total","Person",":"
"2005M08","Slovenia","Rejected","Total","Person","100"
"2005M08","Slovakia","Rejected","Total","Person","60"
"2005M08","Finland","Rejected","Total","Person","205"
"2005M08","Sweden","Rejected","Total","Person","1,005"
"2005M08","United Kingdom","Rejected","Total","Person","2,320"
"2005M08","Norway","Rejected","Total","Person",":"
"2005M09","Belgium","Rejected","Total","Person","800"
"2005M09","Bulgaria","Rejected","Total","Person","0"
"2005M09","Czech Republic","Rejected","Total","Person","200"
"2005M09","Denmark","Rejected","Total","Person","85"
"2005M09","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,175"
"2005M09","Estonia","Rejected","Total","Person","5"
"2005M09","Ireland","Rejected","Total","Person","370"
"2005M09","Greece","Rejected","Total","Person","790"
"2005M09","Spain","Rejected","Total","Person","210"
"2005M09","France","Rejected","Total","Person","3,845"
"2005M09","Italy","Rejected","Total","Person","705"
"2005M09","Cyprus","Rejected","Total","Person","125"
"2005M09","Latvia","Rejected","Total","Person","0"
"2005M09","Lithuania","Rejected","Total","Person","5"
"2005M09","Luxembourg","Rejected","Total","Person",":"
"2005M09","Hungary","Rejected","Total","Person","70"
"2005M09","Malta","Rejected","Total","Person","30"
"2005M09","Netherlands","Rejected","Total","Person",":"
"2005M09","Austria","Rejected","Total","Person","420"
"2005M09","Poland","Rejected","Total","Person","125"
"2005M09","Portugal","Rejected","Total","Person","5"
"2005M09","Romania","Rejected","Total","Person",":"
"2005M09","Slovenia","Rejected","Total","Person","65"
"2005M09","Slovakia","Rejected","Total","Person","40"
"2005M09","Finland","Rejected","Total","Person","220"
"2005M09","Sweden","Rejected","Total","Person","1,230"
"2005M09","United Kingdom","Rejected","Total","Person","2,190"
"2005M09","Norway","Rejected","Total","Person",":"
"2005M10","Belgium","Rejected","Total","Person","785"
"2005M10","Bulgaria","Rejected","Total","Person","40"
"2005M10","Czech Republic","Rejected","Total","Person","170"
"2005M10","Denmark","Rejected","Total","Person","90"
"2005M10","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,300"
"2005M10","Estonia","Rejected","Total","Person","0"
"2005M10","Ireland","Rejected","Total","Person","265"
"2005M10","Greece","Rejected","Total","Person","470"
"2005M10","Spain","Rejected","Total","Person","610"
"2005M10","France","Rejected","Total","Person","3,905"
"2005M10","Italy","Rejected","Total","Person","520"
"2005M10","Cyprus","Rejected","Total","Person","265"
"2005M10","Latvia","Rejected","Total","Person","0"
"2005M10","Lithuania","Rejected","Total","Person","5"
"2005M10","Luxembourg","Rejected","Total","Person",":"
"2005M10","Hungary","Rejected","Total","Person","85"
"2005M10","Malta","Rejected","Total","Person","30"
"2005M10","Netherlands","Rejected","Total","Person",":"
"2005M10","Austria","Rejected","Total","Person","470"
"2005M10","Poland","Rejected","Total","Person","140"
"2005M10","Portugal","Rejected","Total","Person","5"
"2005M10","Romania","Rejected","Total","Person",":"
"2005M10","Slovenia","Rejected","Total","Person","60"
"2005M10","Slovakia","Rejected","Total","Person","80"
"2005M10","Finland","Rejected","Total","Person","220"
"2005M10","Sweden","Rejected","Total","Person","1,115"
"2005M10","United Kingdom","Rejected","Total","Person","1,915"
"2005M10","Norway","Rejected","Total","Person",":"
"2005M11","Belgium","Rejected","Total","Person","630"
"2005M11","Bulgaria","Rejected","Total","Person","30"
"2005M11","Czech Republic","Rejected","Total","Person","235"
"2005M11","Denmark","Rejected","Total","Person","60"
"2005M11","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","3,090"
"2005M11","Estonia","Rejected","Total","Person","0"
"2005M11","Ireland","Rejected","Total","Person","355"
"2005M11","Greece","Rejected","Total","Person","660"
"2005M11","Spain","Rejected","Total","Person","400"
"2005M11","France","Rejected","Total","Person","3,775"
"2005M11","Italy","Rejected","Total","Person","655"
"2005M11","Cyprus","Rejected","Total","Person","200"
"2005M11","Latvia","Rejected","Total","Person","0"
"2005M11","Lithuania","Rejected","Total","Person","0"
"2005M11","Luxembourg","Rejected","Total","Person",":"
"2005M11","Hungary","Rejected","Total","Person","105"
"2005M11","Malta","Rejected","Total","Person","80"
"2005M11","Netherlands","Rejected","Total","Person",":"
"2005M11","Austria","Rejected","Total","Person","475"
"2005M11","Poland","Rejected","Total","Person","135"
"2005M11","Portugal","Rejected","Total","Person","15"
"2005M11","Romania","Rejected","Total","Person",":"
"2005M11","Slovenia","Rejected","Total","Person","80"
"2005M11","Slovakia","Rejected","Total","Person","95"
"2005M11","Finland","Rejected","Total","Person","140"
"2005M11","Sweden","Rejected","Total","Person","1,275"
"2005M11","United Kingdom","Rejected","Total","Person","1,870"
"2005M11","Norway","Rejected","Total","Person",":"
"2005M12","Belgium","Rejected","Total","Person","655"
"2005M12","Bulgaria","Rejected","Total","Person","15"
"2005M12","Czech Republic","Rejected","Total","Person","255"
"2005M12","Denmark","Rejected","Total","Person","55"
"2005M12","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,250"
"2005M12","Estonia","Rejected","Total","Person","0"
"2005M12","Ireland","Rejected","Total","Person","205"
"2005M12","Greece","Rejected","Total","Person","920"
"2005M12","Spain","Rejected","Total","Person","245"
"2005M12","France","Rejected","Total","Person","3,300"
"2005M12","Italy","Rejected","Total","Person","275"
"2005M12","Cyprus","Rejected","Total","Person","340"
"2005M12","Latvia","Rejected","Total","Person","0"
"2005M12","Lithuania","Rejected","Total","Person","5"
"2005M12","Luxembourg","Rejected","Total","Person",":"
"2005M12","Hungary","Rejected","Total","Person","90"
"2005M12","Malta","Rejected","Total","Person","115"
"2005M12","Netherlands","Rejected","Total","Person",":"
"2005M12","Austria","Rejected","Total","Person","480"
"2005M12","Poland","Rejected","Total","Person","140"
"2005M12","Portugal","Rejected","Total","Person","10"
"2005M12","Romania","Rejected","Total","Person",":"
"2005M12","Slovenia","Rejected","Total","Person","80"
"2005M12","Slovakia","Rejected","Total","Person","125"
"2005M12","Finland","Rejected","Total","Person","130"
"2005M12","Sweden","Rejected","Total","Person","1,260"
"2005M12","United Kingdom","Rejected","Total","Person","1,715"
"2005M12","Norway","Rejected","Total","Person",":"
"2006M01","Belgium","Rejected","Total","Person","555"
"2006M01","Bulgaria","Rejected","Total","Person","15"
"2006M01","Czech Republic","Rejected","Total","Person","155"
"2006M01","Denmark","Rejected","Total","Person","70"
"2006M01","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,220"
"2006M01","Estonia","Rejected","Total","Person","0"
"2006M01","Ireland","Rejected","Total","Person","405"
"2006M01","Greece","Rejected","Total","Person","555"
"2006M01","Spain","Rejected","Total","Person","390"
"2006M01","France","Rejected","Total","Person","3,510"
"2006M01","Italy","Rejected","Total","Person","255"
"2006M01","Cyprus","Rejected","Total","Person","165"
"2006M01","Latvia","Rejected","Total","Person","0"
"2006M01","Lithuania","Rejected","Total","Person","5"
"2006M01","Luxembourg","Rejected","Total","Person","10"
"2006M01","Hungary","Rejected","Total","Person","110"
"2006M01","Malta","Rejected","Total","Person","85"
"2006M01","Netherlands","Rejected","Total","Person",":"
"2006M01","Austria","Rejected","Total","Person","340"
"2006M01","Poland","Rejected","Total","Person","80"
"2006M01","Portugal","Rejected","Total","Person","5"
"2006M01","Romania","Rejected","Total","Person","25"
"2006M01","Slovenia","Rejected","Total","Person","65"
"2006M01","Slovakia","Rejected","Total","Person","95"
"2006M01","Finland","Rejected","Total","Person","140"
"2006M01","Sweden","Rejected","Total","Person","930"
"2006M01","United Kingdom","Rejected","Total","Person","1,840"
"2006M01","Norway","Rejected","Total","Person","180"
"2006M02","Belgium","Rejected","Total","Person","500"
"2006M02","Bulgaria","Rejected","Total","Person","30"
"2006M02","Czech Republic","Rejected","Total","Person","200"
"2006M02","Denmark","Rejected","Total","Person","75"
"2006M02","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,695"
"2006M02","Estonia","Rejected","Total","Person","0"
"2006M02","Ireland","Rejected","Total","Person","445"
"2006M02","Greece","Rejected","Total","Person","1,125"
"2006M02","Spain","Rejected","Total","Person","330"
"2006M02","France","Rejected","Total","Person","3,445"
"2006M02","Italy","Rejected","Total","Person","210"
"2006M02","Cyprus","Rejected","Total","Person","175"
"2006M02","Latvia","Rejected","Total","Person","0"
"2006M02","Lithuania","Rejected","Total","Person","5"
"2006M02","Luxembourg","Rejected","Total","Person","40"
"2006M02","Hungary","Rejected","Total","Person","50"
"2006M02","Malta","Rejected","Total","Person","25"
"2006M02","Netherlands","Rejected","Total","Person",":"
"2006M02","Austria","Rejected","Total","Person","485"
"2006M02","Poland","Rejected","Total","Person","90"
"2006M02","Portugal","Rejected","Total","Person","5"
"2006M02","Romania","Rejected","Total","Person","20"
"2006M02","Slovenia","Rejected","Total","Person","70"
"2006M02","Slovakia","Rejected","Total","Person","85"
"2006M02","Finland","Rejected","Total","Person","110"
"2006M02","Sweden","Rejected","Total","Person","1,375"
"2006M02","United Kingdom","Rejected","Total","Person","1,855"
"2006M02","Norway","Rejected","Total","Person","200"
"2006M03","Belgium","Rejected","Total","Person","715"
"2006M03","Bulgaria","Rejected","Total","Person","5"
"2006M03","Czech Republic","Rejected","Total","Person","210"
"2006M03","Denmark","Rejected","Total","Person","70"
"2006M03","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,715"
"2006M03","Estonia","Rejected","Total","Person","0"
"2006M03","Ireland","Rejected","Total","Person","380"
"2006M03","Greece","Rejected","Total","Person","405"
"2006M03","Spain","Rejected","Total","Person","280"
"2006M03","France","Rejected","Total","Person","3,705"
"2006M03","Italy","Rejected","Total","Person","225"
"2006M03","Cyprus","Rejected","Total","Person","225"
"2006M03","Latvia","Rejected","Total","Person","0"
"2006M03","Lithuania","Rejected","Total","Person","0"
"2006M03","Luxembourg","Rejected","Total","Person","75"
"2006M03","Hungary","Rejected","Total","Person","90"
"2006M03","Malta","Rejected","Total","Person","60"
"2006M03","Netherlands","Rejected","Total","Person",":"
"2006M03","Austria","Rejected","Total","Person","480"
"2006M03","Poland","Rejected","Total","Person","110"
"2006M03","Portugal","Rejected","Total","Person","5"
"2006M03","Romania","Rejected","Total","Person","20"
"2006M03","Slovenia","Rejected","Total","Person","55"
"2006M03","Slovakia","Rejected","Total","Person","60"
"2006M03","Finland","Rejected","Total","Person","110"
"2006M03","Sweden","Rejected","Total","Person","1,635"
"2006M03","United Kingdom","Rejected","Total","Person","2,355"
"2006M03","Norway","Rejected","Total","Person","200"
"2006M04","Belgium","Rejected","Total","Person","660"
"2006M04","Bulgaria","Rejected","Total","Person","20"
"2006M04","Czech Republic","Rejected","Total","Person","185"
"2006M04","Denmark","Rejected","Total","Person","45"
"2006M04","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,245"
"2006M04","Estonia","Rejected","Total","Person","0"
"2006M04","Ireland","Rejected","Total","Person","300"
"2006M04","Greece","Rejected","Total","Person","325"
"2006M04","Spain","Rejected","Total","Person","300"
"2006M04","France","Rejected","Total","Person","2,790"
"2006M04","Italy","Rejected","Total","Person","185"
"2006M04","Cyprus","Rejected","Total","Person","150"
"2006M04","Latvia","Rejected","Total","Person","0"
"2006M04","Lithuania","Rejected","Total","Person","0"
"2006M04","Luxembourg","Rejected","Total","Person","75"
"2006M04","Hungary","Rejected","Total","Person","65"
"2006M04","Malta","Rejected","Total","Person","30"
"2006M04","Netherlands","Rejected","Total","Person",":"
"2006M04","Austria","Rejected","Total","Person","415"
"2006M04","Poland","Rejected","Total","Person","55"
"2006M04","Portugal","Rejected","Total","Person","5"
"2006M04","Romania","Rejected","Total","Person","25"
"2006M04","Slovenia","Rejected","Total","Person","40"
"2006M04","Slovakia","Rejected","Total","Person","35"
"2006M04","Finland","Rejected","Total","Person","135"
"2006M04","Sweden","Rejected","Total","Person","1,060"
"2006M04","United Kingdom","Rejected","Total","Person","1,710"
"2006M04","Norway","Rejected","Total","Person","170"
"2006M05","Belgium","Rejected","Total","Person","435"
"2006M05","Bulgaria","Rejected","Total","Person","50"
"2006M05","Czech Republic","Rejected","Total","Person","140"
"2006M05","Denmark","Rejected","Total","Person","80"
"2006M05","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,500"
"2006M05","Estonia","Rejected","Total","Person","0"
"2006M05","Ireland","Rejected","Total","Person","280"
"2006M05","Greece","Rejected","Total","Person","380"
"2006M05","Spain","Rejected","Total","Person","365"
"2006M05","France","Rejected","Total","Person","2,710"
"2006M05","Italy","Rejected","Total","Person","270"
"2006M05","Cyprus","Rejected","Total","Person","195"
"2006M05","Latvia","Rejected","Total","Person","0"
"2006M05","Lithuania","Rejected","Total","Person","0"
"2006M05","Luxembourg","Rejected","Total","Person","10"
"2006M05","Hungary","Rejected","Total","Person","130"
"2006M05","Malta","Rejected","Total","Person","90"
"2006M05","Netherlands","Rejected","Total","Person",":"
"2006M05","Austria","Rejected","Total","Person","580"
"2006M05","Poland","Rejected","Total","Person","50"
"2006M05","Portugal","Rejected","Total","Person","5"
"2006M05","Romania","Rejected","Total","Person","25"
"2006M05","Slovenia","Rejected","Total","Person","75"
"2006M05","Slovakia","Rejected","Total","Person","55"
"2006M05","Finland","Rejected","Total","Person","135"
"2006M05","Sweden","Rejected","Total","Person","1,265"
"2006M05","United Kingdom","Rejected","Total","Person","1,695"
"2006M05","Norway","Rejected","Total","Person","105"
"2006M06","Belgium","Rejected","Total","Person","445"
"2006M06","Bulgaria","Rejected","Total","Person","5"
"2006M06","Czech Republic","Rejected","Total","Person","185"
"2006M06","Denmark","Rejected","Total","Person","80"
"2006M06","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,415"
"2006M06","Estonia","Rejected","Total","Person","0"
"2006M06","Ireland","Rejected","Total","Person","315"
"2006M06","Greece","Rejected","Total","Person","445"
"2006M06","Spain","Rejected","Total","Person","595"
"2006M06","France","Rejected","Total","Person","3,270"
"2006M06","Italy","Rejected","Total","Person","290"
"2006M06","Cyprus","Rejected","Total","Person","195"
"2006M06","Latvia","Rejected","Total","Person","0"
"2006M06","Lithuania","Rejected","Total","Person","5"
"2006M06","Luxembourg","Rejected","Total","Person","10"
"2006M06","Hungary","Rejected","Total","Person","125"
"2006M06","Malta","Rejected","Total","Person","65"
"2006M06","Netherlands","Rejected","Total","Person",":"
"2006M06","Austria","Rejected","Total","Person","525"
"2006M06","Poland","Rejected","Total","Person","45"
"2006M06","Portugal","Rejected","Total","Person","0"
"2006M06","Romania","Rejected","Total","Person","20"
"2006M06","Slovenia","Rejected","Total","Person","55"
"2006M06","Slovakia","Rejected","Total","Person","70"
"2006M06","Finland","Rejected","Total","Person","120"
"2006M06","Sweden","Rejected","Total","Person","1,200"
"2006M06","United Kingdom","Rejected","Total","Person","1,455"
"2006M06","Norway","Rejected","Total","Person","195"
"2006M07","Belgium","Rejected","Total","Person","395"
"2006M07","Bulgaria","Rejected","Total","Person","0"
"2006M07","Czech Republic","Rejected","Total","Person","200"
"2006M07","Denmark","Rejected","Total","Person","60"
"2006M07","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,430"
"2006M07","Estonia","Rejected","Total","Person","0"
"2006M07","Ireland","Rejected","Total","Person","270"
"2006M07","Greece","Rejected","Total","Person","235"
"2006M07","Spain","Rejected","Total","Person","315"
"2006M07","France","Rejected","Total","Person","2,490"
"2006M07","Italy","Rejected","Total","Person","280"
"2006M07","Cyprus","Rejected","Total","Person","180"
"2006M07","Latvia","Rejected","Total","Person","0"
"2006M07","Lithuania","Rejected","Total","Person","0"
"2006M07","Luxembourg","Rejected","Total","Person","15"
"2006M07","Hungary","Rejected","Total","Person","80"
"2006M07","Malta","Rejected","Total","Person","35"
"2006M07","Netherlands","Rejected","Total","Person",":"
"2006M07","Austria","Rejected","Total","Person","475"
"2006M07","Poland","Rejected","Total","Person","45"
"2006M07","Portugal","Rejected","Total","Person","5"
"2006M07","Romania","Rejected","Total","Person","15"
"2006M07","Slovenia","Rejected","Total","Person","15"
"2006M07","Slovakia","Rejected","Total","Person","85"
"2006M07","Finland","Rejected","Total","Person","120"
"2006M07","Sweden","Rejected","Total","Person","900"
"2006M07","United Kingdom","Rejected","Total","Person","1,375"
"2006M07","Norway","Rejected","Total","Person","125"
"2006M08","Belgium","Rejected","Total","Person","415"
"2006M08","Bulgaria","Rejected","Total","Person","0"
"2006M08","Czech Republic","Rejected","Total","Person","305"
"2006M08","Denmark","Rejected","Total","Person","45"
"2006M08","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,400"
"2006M08","Estonia","Rejected","Total","Person","0"
"2006M08","Ireland","Rejected","Total","Person","245"
"2006M08","Greece","Rejected","Total","Person","240"
"2006M08","Spain","Rejected","Total","Person","185"
"2006M08","France","Rejected","Total","Person","2,705"
"2006M08","Italy","Rejected","Total","Person","415"
"2006M08","Cyprus","Rejected","Total","Person","125"
"2006M08","Latvia","Rejected","Total","Person","0"
"2006M08","Lithuania","Rejected","Total","Person","0"
"2006M08","Luxembourg","Rejected","Total","Person","55"
"2006M08","Hungary","Rejected","Total","Person","105"
"2006M08","Malta","Rejected","Total","Person","50"
"2006M08","Netherlands","Rejected","Total","Person",":"
"2006M08","Austria","Rejected","Total","Person","460"
"2006M08","Poland","Rejected","Total","Person","50"
"2006M08","Portugal","Rejected","Total","Person","5"
"2006M08","Romania","Rejected","Total","Person","15"
"2006M08","Slovenia","Rejected","Total","Person","40"
"2006M08","Slovakia","Rejected","Total","Person","120"
"2006M08","Finland","Rejected","Total","Person","165"
"2006M08","Sweden","Rejected","Total","Person","1,295"
"2006M08","United Kingdom","Rejected","Total","Person","1,415"
"2006M08","Norway","Rejected","Total","Person","125"
"2006M09","Belgium","Rejected","Total","Person","440"
"2006M09","Bulgaria","Rejected","Total","Person","15"
"2006M09","Czech Republic","Rejected","Total","Person","190"
"2006M09","Denmark","Rejected","Total","Person","60"
"2006M09","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,170"
"2006M09","Estonia","Rejected","Total","Person","0"
"2006M09","Ireland","Rejected","Total","Person","300"
"2006M09","Greece","Rejected","Total","Person","610"
"2006M09","Spain","Rejected","Total","Person","320"
"2006M09","France","Rejected","Total","Person","2,545"
"2006M09","Italy","Rejected","Total","Person","555"
"2006M09","Cyprus","Rejected","Total","Person","60"
"2006M09","Latvia","Rejected","Total","Person","0"
"2006M09","Lithuania","Rejected","Total","Person","0"
"2006M09","Luxembourg","Rejected","Total","Person","65"
"2006M09","Hungary","Rejected","Total","Person","95"
"2006M09","Malta","Rejected","Total","Person","15"
"2006M09","Netherlands","Rejected","Total","Person",":"
"2006M09","Austria","Rejected","Total","Person","520"
"2006M09","Poland","Rejected","Total","Person","95"
"2006M09","Portugal","Rejected","Total","Person","10"
"2006M09","Romania","Rejected","Total","Person","20"
"2006M09","Slovenia","Rejected","Total","Person","50"
"2006M09","Slovakia","Rejected","Total","Person","60"
"2006M09","Finland","Rejected","Total","Person","120"
"2006M09","Sweden","Rejected","Total","Person","1,140"
"2006M09","United Kingdom","Rejected","Total","Person","1,835"
"2006M09","Norway","Rejected","Total","Person","180"
"2006M10","Belgium","Rejected","Total","Person","490"
"2006M10","Bulgaria","Rejected","Total","Person","25"
"2006M10","Czech Republic","Rejected","Total","Person","115"
"2006M10","Denmark","Rejected","Total","Person","90"
"2006M10","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","1,205"
"2006M10","Estonia","Rejected","Total","Person","0"
"2006M10","Ireland","Rejected","Total","Person","215"
"2006M10","Greece","Rejected","Total","Person","1,475"
"2006M10","Spain","Rejected","Total","Person","395"
"2006M10","France","Rejected","Total","Person","2,790"
"2006M10","Italy","Rejected","Total","Person",":"
"2006M10","Cyprus","Rejected","Total","Person","35"
"2006M10","Latvia","Rejected","Total","Person","0"
"2006M10","Lithuania","Rejected","Total","Person","0"
"2006M10","Luxembourg","Rejected","Total","Person","65"
"2006M10","Hungary","Rejected","Total","Person","140"
"2006M10","Malta","Rejected","Total","Person","60"
