"TIME","GEO","DECISION","CITIZEN","UNIT","Value"
"2003M08","Bulgaria","Rejected","Total","Person","10"
"2003M08","Czech Republic","Rejected","Total","Person","535"
"2003M08","Denmark","Rejected","Total","Person","130"
"2003M08","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","4,325"
"2003M08","Estonia","Rejected","Total","Person","0"
"2003M08","Ireland","Rejected","Total","Person","460"
"2003M08","Greece","Rejected","Total","Person","25"
"2003M08","Spain","Rejected","Total","Person","510"
"2003M08","France","Rejected","Total","Person","4,570"
"2003M08","Italy","Rejected","Total","Person",":"
"2003M08","Cyprus","Rejected","Total","Person",":"
"2003M08","Latvia","Rejected","Total","Person","0"
"2003M08","Lithuania","Rejected","Total","Person","0"
"2003M08","Luxembourg","Rejected","Total","Person",":"
"2003M08","Hungary","Rejected","Total","Person","95"
"2003M08","Malta","Rejected","Total","Person","25"
"2003M08","Netherlands","Rejected","Total","Person","1,110"
"2003M08","Austria","Rejected","Total","Person","390"
"2003M08","Poland","Rejected","Total","Person","230"
"2003M08","Portugal","Rejected","Total","Person","5"
"2003M08","Romania","Rejected","Total","Person",":"
"2003M08","Slovenia","Rejected","Total","Person","15"
"2003M08","Slovakia","Rejected","Total","Person","65"
"2003M08","Finland","Rejected","Total","Person","170"
"2003M08","Sweden","Rejected","Total","Person","1,450"
"2003M08","United Kingdom","Rejected","Total","Person","4,665"
"2003M08","Norway","Rejected","Total","Person","920"
"2003M09","Belgium","Rejected","Total","Person",":"
"2003M09","Bulgaria","Rejected","Total","Person","0"
"2003M09","Czech Republic","Rejected","Total","Person","845"
"2003M09","Denmark","Rejected","Total","Person","180"
"2003M09","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","5,465"
"2003M09","Estonia","Rejected","Total","Person","5"
"2003M09","Ireland","Rejected","Total","Person","615"
"2003M09","Greece","Rejected","Total","Person","630"
"2003M09","Spain","Rejected","Total","Person","915"
"2003M09","France","Rejected","Total","Person","5,045"
"2003M09","Italy","Rejected","Total","Person",":"
"2003M09","Cyprus","Rejected","Total","Person",":"
"2003M09","Latvia","Rejected","Total","Person","0"
"2003M09","Lithuania","Rejected","Total","Person","5"
"2003M09","Luxembourg","Rejected","Total","Person",":"
"2003M09","Hungary","Rejected","Total","Person","115"
"2003M09","Malta","Rejected","Total","Person","30"
"2003M09","Netherlands","Rejected","Total","Person","1,105"
"2003M09","Austria","Rejected","Total","Person","465"
"2003M09","Poland","Rejected","Total","Person","285"
"2003M09","Portugal","Rejected","Total","Person","5"
"2003M09","Romania","Rejected","Total","Person",":"
"2003M09","Slovenia","Rejected","Total","Person","15"
"2003M09","Slovakia","Rejected","Total","Person","50"
"2003M09","Finland","Rejected","Total","Person","175"
"2003M09","Sweden","Rejected","Total","Person","2,130"
"2003M09","United Kingdom","Rejected","Total","Person","5,725"
"2003M09","Norway","Rejected","Total","Person","1,195"
"2003M10","Belgium","Rejected","Total","Person",":"
"2003M10","Bulgaria","Rejected","Total","Person","20"
"2003M10","Czech Republic","Rejected","Total","Person","700"
"2003M10","Denmark","Rejected","Total","Person","230"
"2003M10","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","4,885"
"2003M10","Estonia","Rejected","Total","Person","0"
"2003M10","Ireland","Rejected","Total","Person","630"
"2003M10","Greece","Rejected","Total","Person","740"
"2003M10","Spain","Rejected","Total","Person","330"
"2003M10","France","Rejected","Total","Person","6,085"
"2003M10","Italy","Rejected","Total","Person",":"
"2003M10","Cyprus","Rejected","Total","Person","140"
"2003M10","Latvia","Rejected","Total","Person","0"
"2003M10","Lithuania","Rejected","Total","Person","0"
"2003M10","Luxembourg","Rejected","Total","Person",":"
"2003M10","Hungary","Rejected","Total","Person","140"
"2003M10","Malta","Rejected","Total","Person","15"
"2003M10","Netherlands","Rejected","Total","Person","1,005"
"2003M10","Austria","Rejected","Total","Person","520"
"2003M10","Poland","Rejected","Total","Person","145"
"2003M10","Portugal","Rejected","Total","Person","5"
"2003M10","Romania","Rejected","Total","Person",":"
"2003M10","Slovenia","Rejected","Total","Person","20"
"2003M10","Slovakia","Rejected","Total","Person","70"
"2003M10","Finland","Rejected","Total","Person","205"
"2003M10","Sweden","Rejected","Total","Person","2,285"
"2003M10","United Kingdom","Rejected","Total","Person","6,345"
"2003M10","Norway","Rejected","Total","Person","1,570"
"2003M11","Belgium","Rejected","Total","Person",":"
"2003M11","Bulgaria","Rejected","Total","Person","5"
"2003M11","Czech Republic","Rejected","Total","Person","630"
"2003M11","Denmark","Rejected","Total","Person","125"
"2003M11","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","5,620"
"2003M11","Estonia","Rejected","Total","Person","0"
"2003M11","Ireland","Rejected","Total","Person","665"
"2003M11","Greece","Rejected","Total","Person","395"
"2003M11","Spain","Rejected","Total","Person","525"
"2003M11","France","Rejected","Total","Person","5,170"
"2003M11","Italy","Rejected","Total","Person",":"
"2003M11","Cyprus","Rejected","Total","Person",":"
"2003M11","Latvia","Rejected","Total","Person","0"
"2003M11","Lithuania","Rejected","Total","Person","5"
"2003M11","Luxembourg","Rejected","Total","Person",":"
"2003M11","Hungary","Rejected","Total","Person","165"
"2003M11","Malta","Rejected","Total","Person","25"
"2003M11","Netherlands","Rejected","Total","Person","655"
"2003M11","Austria","Rejected","Total","Person","450"
"2003M11","Poland","Rejected","Total","Person","145"
"2003M11","Portugal","Rejected","Total","Person","5"
"2003M11","Romania","Rejected","Total","Person",":"
"2003M11","Slovenia","Rejected","Total","Person","20"
"2003M11","Slovakia","Rejected","Total","Person","35"
"2003M11","Finland","Rejected","Total","Person","230"
"2003M11","Sweden","Rejected","Total","Person","2,275"
"2003M11","United Kingdom","Rejected","Total","Person","5,535"
"2003M11","Norway","Rejected","Total","Person","1,180"
"2003M12","Belgium","Rejected","Total","Person",":"
"2003M12","Bulgaria","Rejected","Total","Person","745"
"2003M12","Czech Republic","Rejected","Total","Person","565"
"2003M12","Denmark","Rejected","Total","Person","210"
"2003M12","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","4,875"
"2003M12","Estonia","Rejected","Total","Person","0"
"2003M12","Ireland","Rejected","Total","Person","1,575"
"2003M12","Greece","Rejected","Total","Person","250"
"2003M12","Spain","Rejected","Total","Person","450"
"2003M12","France","Rejected","Total","Person","6,860"
"2003M12","Italy","Rejected","Total","Person",":"
"2003M12","Cyprus","Rejected","Total","Person",":"
"2003M12","Latvia","Rejected","Total","Person","0"
"2003M12","Lithuania","Rejected","Total","Person","10"
"2003M12","Luxembourg","Rejected","Total","Person",":"
"2003M12","Hungary","Rejected","Total","Person","85"
"2003M12","Malta","Rejected","Total","Person","30"
"2003M12","Netherlands","Rejected","Total","Person","650"
"2003M12","Austria","Rejected","Total","Person","455"
"2003M12","Poland","Rejected","Total","Person","200"
"2003M12","Portugal","Rejected","Total","Person","5"
"2003M12","Romania","Rejected","Total","Person",":"
"2003M12","Slovenia","Rejected","Total","Person","15"
"2003M12","Slovakia","Rejected","Total","Person","70"
"2003M12","Finland","Rejected","Total","Person","305"
"2003M12","Sweden","Rejected","Total","Person","2,430"
"2003M12","United Kingdom","Rejected","Total","Person","4,650"
"2003M12","Norway","Rejected","Total","Person","710"
"2004M01","Belgium","Rejected","Total","Person",":"
"2004M01","Bulgaria","Rejected","Total","Person","5"
"2004M01","Czech Republic","Rejected","Total","Person","610"
"2004M01","Denmark","Rejected","Total","Person","125"
"2004M01","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","4,215"
"2004M01","Estonia","Rejected","Total","Person","0"
"2004M01","Ireland","Rejected","Total","Person","580"
"2004M01","Greece","Rejected","Total","Person","90"
"2004M01","Spain","Rejected","Total","Person","755"
"2004M01","France","Rejected","Total","Person","4,095"
"2004M01","Italy","Rejected","Total","Person",":"
"2004M01","Cyprus","Rejected","Total","Person","220"
"2004M01","Latvia","Rejected","Total","Person","0"
"2004M01","Lithuania","Rejected","Total","Person","5"
"2004M01","Luxembourg","Rejected","Total","Person",":"
"2004M01","Hungary","Rejected","Total","Person","115"
"2004M01","Malta","Rejected","Total","Person","15"
"2004M01","Netherlands","Rejected","Total","Person","730"
"2004M01","Austria","Rejected","Total","Person","275"
"2004M01","Poland","Rejected","Total","Person","250"
"2004M01","Portugal","Rejected","Total","Person","0"
"2004M01","Romania","Rejected","Total","Person",":"
"2004M01","Slovenia","Rejected","Total","Person","30"
"2004M01","Slovakia","Rejected","Total","Person","50"
"2004M01","Finland","Rejected","Total","Person","245"
"2004M01","Sweden","Rejected","Total","Person","1,825"
"2004M01","United Kingdom","Rejected","Total","Person","4,935"
"2004M01","Norway","Rejected","Total","Person",":"
"2004M02","Belgium","Rejected","Total","Person",":"
"2004M02","Bulgaria","Rejected","Total","Person","10"
"2004M02","Czech Republic","Rejected","Total","Person","640"
"2004M02","Denmark","Rejected","Total","Person","255"
"2004M02","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","4,445"
"2004M02","Estonia","Rejected","Total","Person","0"
"2004M02","Ireland","Rejected","Total","Person","615"
"2004M02","Greece","Rejected","Total","Person","745"
"2004M02","Spain","Rejected","Total","Person","525"
"2004M02","France","Rejected","Total","Person","5,650"
"2004M02","Italy","Rejected","Total","Person",":"
"2004M02","Cyprus","Rejected","Total","Person","0"
"2004M02","Latvia","Rejected","Total","Person","0"
"2004M02","Lithuania","Rejected","Total","Person","5"
"2004M02","Luxembourg","Rejected","Total","Person",":"
"2004M02","Hungary","Rejected","Total","Person","70"
"2004M02","Malta","Rejected","Total","Person","25"
"2004M02","Netherlands","Rejected","Total","Person","835"
"2004M02","Austria","Rejected","Total","Person","290"
"2004M02","Poland","Rejected","Total","Person","200"
"2004M02","Portugal","Rejected","Total","Person","5"
"2004M02","Romania","Rejected","Total","Person",":"
"2004M02","Slovenia","Rejected","Total","Person","30"
"2004M02","Slovakia","Rejected","Total","Person","155"
"2004M02","Finland","Rejected","Total","Person","230"
"2004M02","Sweden","Rejected","Total","Person","2,040"
"2004M02","United Kingdom","Rejected","Total","Person","5,105"
"2004M02","Norway","Rejected","Total","Person",":"
"2004M03","Belgium","Rejected","Total","Person",":"
"2004M03","Bulgaria","Rejected","Total","Person","5"
"2004M03","Czech Republic","Rejected","Total","Person","450"
"2004M03","Denmark","Rejected","Total","Person","255"
"2004M03","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","4,225"
"2004M03","Estonia","Rejected","Total","Person","0"
"2004M03","Ireland","Rejected","Total","Person","665"
"2004M03","Greece","Rejected","Total","Person","195"
"2004M03","Spain","Rejected","Total","Person","625"
"2004M03","France","Rejected","Total","Person","6,580"
"2004M03","Italy","Rejected","Total","Person",":"
"2004M03","Cyprus","Rejected","Total","Person","45"
"2004M03","Latvia","Rejected","Total","Person","0"
"2004M03","Lithuania","Rejected","Total","Person","5"
"2004M03","Luxembourg","Rejected","Total","Person",":"
"2004M03","Hungary","Rejected","Total","Person","105"
"2004M03","Malta","Rejected","Total","Person","5"
"2004M03","Netherlands","Rejected","Total","Person","950"
"2004M03","Austria","Rejected","Total","Person","380"
"2004M03","Poland","Rejected","Total","Person","245"
"2004M03","Portugal","Rejected","Total","Person","5"
"2004M03","Romania","Rejected","Total","Person",":"
"2004M03","Slovenia","Rejected","Total","Person","25"
"2004M03","Slovakia","Rejected","Total","Person","330"
"2004M03","Finland","Rejected","Total","Person","465"
"2004M03","Sweden","Rejected","Total","Person","2,415"
"2004M03","United Kingdom","Rejected","Total","Person","5,605"
"2004M03","Norway","Rejected","Total","Person","790"
"2004M04","Belgium","Rejected","Total","Person",":"
"2004M04","Bulgaria","Rejected","Total","Person","25"
"2004M04","Czech Republic","Rejected","Total","Person","490"
"2004M04","Denmark","Rejected","Total","Person","125"
"2004M04","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","3,620"
"2004M04","Estonia","Rejected","Total","Person","0"
"2004M04","Ireland","Rejected","Total","Person","540"
"2004M04","Greece","Rejected","Total","Person","225"
"2004M04","Spain","Rejected","Total","Person","700"
"2004M04","France","Rejected","Total","Person","5,940"
"2004M04","Italy","Rejected","Total","Person",":"
"2004M04","Cyprus","Rejected","Total","Person","190"
"2004M04","Latvia","Rejected","Total","Person","0"
"2004M04","Lithuania","Rejected","Total","Person","5"
"2004M04","Luxembourg","Rejected","Total","Person",":"
"2004M04","Hungary","Rejected","Total","Person","75"
"2004M04","Malta","Rejected","Total","Person","5"
"2004M04","Netherlands","Rejected","Total","Person","880"
"2004M04","Austria","Rejected","Total","Person","310"
"2004M04","Poland","Rejected","Total","Person","225"
"2004M04","Portugal","Rejected","Total","Person","5"
"2004M04","Romania","Rejected","Total","Person",":"
"2004M04","Slovenia","Rejected","Total","Person","15"
"2004M04","Slovakia","Rejected","Total","Person","175"
"2004M04","Finland","Rejected","Total","Person","400"
"2004M04","Sweden","Rejected","Total","Person","2,095"
"2004M04","United Kingdom","Rejected","Total","Person","4,550"
"2004M04","Norway","Rejected","Total","Person","525"
"2004M05","Belgium","Rejected","Total","Person",":"
"2004M05","Bulgaria","Rejected","Total","Person","25"
"2004M05","Czech Republic","Rejected","Total","Person","430"
"2004M05","Denmark","Rejected","Total","Person","165"
"2004M05","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,975"
"2004M05","Estonia","Rejected","Total","Person","0"
"2004M05","Ireland","Rejected","Total","Person","615"
"2004M05","Greece","Rejected","Total","Person","370"
"2004M05","Spain","Rejected","Total","Person","385"
"2004M05","France","Rejected","Total","Person","4,940"
"2004M05","Italy","Rejected","Total","Person",":"
"2004M05","Cyprus","Rejected","Total","Person","180"
"2004M05","Latvia","Rejected","Total","Person","0"
"2004M05","Lithuania","Rejected","Total","Person","5"
"2004M05","Luxembourg","Rejected","Total","Person",":"
"2004M05","Hungary","Rejected","Total","Person","80"
"2004M05","Malta","Rejected","Total","Person","0"
"2004M05","Netherlands","Rejected","Total","Person",":"
"2004M05","Austria","Rejected","Total","Person","355"
"2004M05","Poland","Rejected","Total","Person","225"
"2004M05","Portugal","Rejected","Total","Person","5"
"2004M05","Romania","Rejected","Total","Person",":"
"2004M05","Slovenia","Rejected","Total","Person","30"
"2004M05","Slovakia","Rejected","Total","Person","120"
"2004M05","Finland","Rejected","Total","Person","235"
"2004M05","Sweden","Rejected","Total","Person","2,080"
"2004M05","United Kingdom","Rejected","Total","Person","3,855"
"2004M05","Norway","Rejected","Total","Person","535"
"2004M06","Belgium","Rejected","Total","Person",":"
"2004M06","Bulgaria","Rejected","Total","Person","40"
"2004M06","Czech Republic","Rejected","Total","Person","345"
"2004M06","Denmark","Rejected","Total","Person","200"
"2004M06","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","3,185"
"2004M06","Estonia","Rejected","Total","Person","0"
"2004M06","Ireland","Rejected","Total","Person","555"
"2004M06","Greece","Rejected","Total","Person","790"
"2004M06","Spain","Rejected","Total","Person","395"
"2004M06","France","Rejected","Total","Person","6,355"
"2004M06","Italy","Rejected","Total","Person",":"
"2004M06","Cyprus","Rejected","Total","Person","240"
"2004M06","Latvia","Rejected","Total","Person","5"
"2004M06","Lithuania","Rejected","Total","Person","0"
"2004M06","Luxembourg","Rejected","Total","Person",":"
"2004M06","Hungary","Rejected","Total","Person","95"
"2004M06","Malta","Rejected","Total","Person","0"
"2004M06","Netherlands","Rejected","Total","Person",":"
"2004M06","Austria","Rejected","Total","Person","400"
"2004M06","Poland","Rejected","Total","Person","180"
"2004M06","Portugal","Rejected","Total","Person","5"
"2004M06","Romania","Rejected","Total","Person",":"
"2004M06","Slovenia","Rejected","Total","Person","35"
"2004M06","Slovakia","Rejected","Total","Person","115"
"2004M06","Finland","Rejected","Total","Person","230"
"2004M06","Sweden","Rejected","Total","Person","2,625"
"2004M06","United Kingdom","Rejected","Total","Person","3,955"
"2004M06","Norway","Rejected","Total","Person","805"
"2004M07","Belgium","Rejected","Total","Person",":"
"2004M07","Bulgaria","Rejected","Total","Person","50"
"2004M07","Czech Republic","Rejected","Total","Person","300"
"2004M07","Denmark","Rejected","Total","Person","125"
"2004M07","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","3,110"
"2004M07","Estonia","Rejected","Total","Person","0"
"2004M07","Ireland","Rejected","Total","Person","585"
"2004M07","Greece","Rejected","Total","Person","400"
"2004M07","Spain","Rejected","Total","Person","655"
"2004M07","France","Rejected","Total","Person","5,350"
"2004M07","Italy","Rejected","Total","Person",":"
"2004M07","Cyprus","Rejected","Total","Person","185"
"2004M07","Latvia","Rejected","Total","Person","0"
"2004M07","Lithuania","Rejected","Total","Person","5"
"2004M07","Luxembourg","Rejected","Total","Person",":"
"2004M07","Hungary","Rejected","Total","Person","45"
"2004M07","Malta","Rejected","Total","Person","25"
"2004M07","Netherlands","Rejected","Total","Person",":"
"2004M07","Austria","Rejected","Total","Person","560"
"2004M07","Poland","Rejected","Total","Person","95"
"2004M07","Portugal","Rejected","Total","Person","0"
"2004M07","Romania","Rejected","Total","Person",":"
"2004M07","Slovenia","Rejected","Total","Person","30"
"2004M07","Slovakia","Rejected","Total","Person","120"
"2004M07","Finland","Rejected","Total","Person","270"
"2004M07","Sweden","Rejected","Total","Person","2,055"
"2004M07","United Kingdom","Rejected","Total","Person","4,850"
"2004M07","Norway","Rejected","Total","Person","685"
"2004M08","Belgium","Rejected","Total","Person",":"
"2004M08","Bulgaria","Rejected","Total","Person","20"
"2004M08","Czech Republic","Rejected","Total","Person","260"
"2004M08","Denmark","Rejected","Total","Person","135"
"2004M08","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,700"
"2004M08","Estonia","Rejected","Total","Person","5"
"2004M08","Ireland","Rejected","Total","Person","510"
"2004M08","Greece","Rejected","Total","Person","310"
"2004M08","Spain","Rejected","Total","Person","145"
"2004M08","France","Rejected","Total","Person","4,495"
"2004M08","Italy","Rejected","Total","Person",":"
"2004M08","Cyprus","Rejected","Total","Person","145"
"2004M08","Latvia","Rejected","Total","Person","0"
"2004M08","Lithuania","Rejected","Total","Person","5"
"2004M08","Luxembourg","Rejected","Total","Person",":"
"2004M08","Hungary","Rejected","Total","Person","100"
"2004M08","Malta","Rejected","Total","Person","10"
"2004M08","Netherlands","Rejected","Total","Person",":"
"2004M08","Austria","Rejected","Total","Person","520"
"2004M08","Poland","Rejected","Total","Person","110"
"2004M08","Portugal","Rejected","Total","Person","5"
"2004M08","Romania","Rejected","Total","Person",":"
"2004M08","Slovenia","Rejected","Total","Person","30"
"2004M08","Slovakia","Rejected","Total","Person","140"
"2004M08","Finland","Rejected","Total","Person","210"
"2004M08","Sweden","Rejected","Total","Person","1,870"
"2004M08","United Kingdom","Rejected","Total","Person","4,035"
"2004M08","Norway","Rejected","Total","Person",":"
"2004M09","Belgium","Rejected","Total","Person",":"
"2004M09","Bulgaria","Rejected","Total","Person","35"
"2004M09","Czech Republic","Rejected","Total","Person","290"
"2004M09","Denmark","Rejected","Total","Person","155"
"2004M09","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,695"
"2004M09","Estonia","Rejected","Total","Person","0"
"2004M09","Ireland","Rejected","Total","Person","485"
"2004M09","Greece","Rejected","Total","Person","80"
"2004M09","Spain","Rejected","Total","Person","630"
"2004M09","France","Rejected","Total","Person","4,935"
"2004M09","Italy","Rejected","Total","Person",":"
"2004M09","Cyprus","Rejected","Total","Person","155"
"2004M09","Latvia","Rejected","Total","Person","0"
"2004M09","Lithuania","Rejected","Total","Person","10"
"2004M09","Luxembourg","Rejected","Total","Person",":"
"2004M09","Hungary","Rejected","Total","Person","75"
"2004M09","Malta","Rejected","Total","Person","20"
"2004M09","Netherlands","Rejected","Total","Person",":"
"2004M09","Austria","Rejected","Total","Person","555"
"2004M09","Poland","Rejected","Total","Person","140"
"2004M09","Portugal","Rejected","Total","Person","5"
"2004M09","Romania","Rejected","Total","Person",":"
"2004M09","Slovenia","Rejected","Total","Person","20"
"2004M09","Slovakia","Rejected","Total","Person","125"
"2004M09","Finland","Rejected","Total","Person","260"
"2004M09","Sweden","Rejected","Total","Person","2,470"
"2004M09","United Kingdom","Rejected","Total","Person","3,250"
"2004M09","Norway","Rejected","Total","Person",":"
"2004M10","Belgium","Rejected","Total","Person",":"
"2004M10","Bulgaria","Rejected","Total","Person","25"
"2004M10","Czech Republic","Rejected","Total","Person","285"
"2004M10","Denmark","Rejected","Total","Person","140"
"2004M10","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,685"
"2004M10","Estonia","Rejected","Total","Person","0"
"2004M10","Ireland","Rejected","Total","Person","490"
"2004M10","Greece","Rejected","Total","Person","275"
"2004M10","Spain","Rejected","Total","Person","305"
"2004M10","France","Rejected","Total","Person","4,485"
"2004M10","Italy","Rejected","Total","Person",":"
"2004M10","Cyprus","Rejected","Total","Person","115"
"2004M10","Latvia","Rejected","Total","Person","0"
"2004M10","Lithuania","Rejected","Total","Person","5"
"2004M10","Luxembourg","Rejected","Total","Person",":"
"2004M10","Hungary","Rejected","Total","Person","55"
"2004M10","Malta","Rejected","Total","Person","30"
"2004M10","Netherlands","Rejected","Total","Person",":"
"2004M10","Austria","Rejected","Total","Person","505"
"2004M10","Poland","Rejected","Total","Person","140"
"2004M10","Portugal","Rejected","Total","Person","5"
"2004M10","Romania","Rejected","Total","Person",":"
"2004M10","Slovenia","Rejected","Total","Person","20"
"2004M10","Slovakia","Rejected","Total","Person","100"
"2004M10","Finland","Rejected","Total","Person","180"
"2004M10","Sweden","Rejected","Total","Person","2,380"
"2004M10","United Kingdom","Rejected","Total","Person","3,345"
"2004M10","Norway","Rejected","Total","Person",":"
"2004M11","Belgium","Rejected","Total","Person",":"
"2004M11","Bulgaria","Rejected","Total","Person","55"
"2004M11","Czech Republic","Rejected","Total","Person","290"
"2004M11","Denmark","Rejected","Total","Person","120"
"2004M11","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,925"
"2004M11","Estonia","Rejected","Total","Person","0"
"2004M11","Ireland","Rejected","Total","Person","485"
"2004M11","Greece","Rejected","Total","Person","10"
"2004M11","Spain","Rejected","Total","Person","275"
"2004M11","France","Rejected","Total","Person","4,140"
"2004M11","Italy","Rejected","Total","Person",":"
"2004M11","Cyprus","Rejected","Total","Person","240"
"2004M11","Latvia","Rejected","Total","Person","0"
"2004M11","Lithuania","Rejected","Total","Person","0"
"2004M11","Luxembourg","Rejected","Total","Person",":"
"2004M11","Hungary","Rejected","Total","Person","50"
"2004M11","Malta","Rejected","Total","Person","45"
"2004M11","Netherlands","Rejected","Total","Person",":"
"2004M11","Austria","Rejected","Total","Person","510"
"2004M11","Poland","Rejected","Total","Person","65"
"2004M11","Portugal","Rejected","Total","Person","5"
"2004M11","Romania","Rejected","Total","Person",":"
"2004M11","Slovenia","Rejected","Total","Person","35"
"2004M11","Slovakia","Rejected","Total","Person","95"
"2004M11","Finland","Rejected","Total","Person","245"
"2004M11","Sweden","Rejected","Total","Person","2,915"
"2004M11","United Kingdom","Rejected","Total","Person","3,045"
"2004M11","Norway","Rejected","Total","Person",":"
"2004M12","Belgium","Rejected","Total","Person",":"
"2004M12","Bulgaria","Rejected","Total","Person","40"
"2004M12","Czech Republic","Rejected","Total","Person","250"
"2004M12","Denmark","Rejected","Total","Person","125"
"2004M12","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,565"
"2004M12","Estonia","Rejected","Total","Person","0"
"2004M12","Ireland","Rejected","Total","Person","330"
"2004M12","Greece","Rejected","Total","Person","250"
"2004M12","Spain","Rejected","Total","Person","915"
"2004M12","France","Rejected","Total","Person","4,800"
"2004M12","Italy","Rejected","Total","Person",":"
"2004M12","Cyprus","Rejected","Total","Person","1,005"
"2004M12","Latvia","Rejected","Total","Person","0"
"2004M12","Lithuania","Rejected","Total","Person","0"
"2004M12","Luxembourg","Rejected","Total","Person",":"
"2004M12","Hungary","Rejected","Total","Person","75"
"2004M12","Malta","Rejected","Total","Person","35"
"2004M12","Netherlands","Rejected","Total","Person",":"
"2004M12","Austria","Rejected","Total","Person","410"
"2004M12","Poland","Rejected","Total","Person","120"
"2004M12","Portugal","Rejected","Total","Person","5"
"2004M12","Romania","Rejected","Total","Person",":"
"2004M12","Slovenia","Rejected","Total","Person","30"
"2004M12","Slovakia","Rejected","Total","Person","65"
"2004M12","Finland","Rejected","Total","Person","420"
"2004M12","Sweden","Rejected","Total","Person","3,000"
"2004M12","United Kingdom","Rejected","Total","Person","2,505"
"2004M12","Norway","Rejected","Total","Person",":"
"2005M01","Belgium","Rejected","Total","Person","865"
"2005M01","Bulgaria","Rejected","Total","Person","55"
"2005M01","Czech Republic","Rejected","Total","Person","265"
"2005M01","Denmark","Rejected","Total","Person","135"
"2005M01","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,075"
"2005M01","Estonia","Rejected","Total","Person","0"
"2005M01","Ireland","Rejected","Total","Person","410"
"2005M01","Greece","Rejected","Total","Person","240"
"2005M01","Spain","Rejected","Total","Person","600"
"2005M01","France","Rejected","Total","Person","3,825"
"2005M01","Italy","Rejected","Total","Person","735"
"2005M01","Cyprus","Rejected","Total","Person","370"
"2005M01","Latvia","Rejected","Total","Person","0"
"2005M01","Lithuania","Rejected","Total","Person","5"
"2005M01","Luxembourg","Rejected","Total","Person",":"
"2005M01","Hungary","Rejected","Total","Person","35"
"2005M01","Malta","Rejected","Total","Person","10"
"2005M01","Netherlands","Rejected","Total","Person",":"
"2005M01","Austria","Rejected","Total","Person","415"
"2005M01","Poland","Rejected","Total","Person","495"
"2005M01","Portugal","Rejected","Total","Person","5"
"2005M01","Romania","Rejected","Total","Person",":"
"2005M01","Slovenia","Rejected","Total","Person","35"
"2005M01","Slovakia","Rejected","Total","Person","65"
"2005M01","Finland","Rejected","Total","Person","215"
"2005M01","Sweden","Rejected","Total","Person","1,330"
"2005M01","United Kingdom","Rejected","Total","Person","2,835"
"2005M01","Norway","Rejected","Total","Person",":"
"2005M02","Belgium","Rejected","Total","Person","830"
"2005M02","Bulgaria","Rejected","Total","Person","25"
"2005M02","Czech Republic","Rejected","Total","Person","260"
"2005M02","Denmark","Rejected","Total","Person","125"
"2005M02","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,170"
"2005M02","Estonia","Rejected","Total","Person","0"
"2005M02","Ireland","Rejected","Total","Person","580"
"2005M02","Greece","Rejected","Total","Person","125"
"2005M02","Spain","Rejected","Total","Person","675"
"2005M02","France","Rejected","Total","Person","3,845"
"2005M02","Italy","Rejected","Total","Person","1,115"
"2005M02","Cyprus","Rejected","Total","Person","395"
"2005M02","Latvia","Rejected","Total","Person","0"
"2005M02","Lithuania","Rejected","Total","Person","0"
"2005M02","Luxembourg","Rejected","Total","Person",":"
"2005M02","Hungary","Rejected","Total","Person","40"
"2005M02","Malta","Rejected","Total","Person","25"
"2005M02","Netherlands","Rejected","Total","Person",":"
"2005M02","Austria","Rejected","Total","Person","415"
"2005M02","Poland","Rejected","Total","Person","355"
"2005M02","Portugal","Rejected","Total","Person","10"
"2005M02","Romania","Rejected","Total","Person",":"
"2005M02","Slovenia","Rejected","Total","Person","40"
"2005M02","Slovakia","Rejected","Total","Person","50"
"2005M02","Finland","Rejected","Total","Person","235"
"2005M02","Sweden","Rejected","Total","Person","1,740"
"2005M02","United Kingdom","Rejected","Total","Person","2,955"
"2005M02","Norway","Rejected","Total","Person",":"
"2005M03","Belgium","Rejected","Total","Person","1,020"
"2005M03","Bulgaria","Rejected","Total","Person","65"
"2005M03","Czech Republic","Rejected","Total","Person","230"
"2005M03","Denmark","Rejected","Total","Person","80"
"2005M03","Germany (until 1990 former territory of the FRG)","Rejected","Total","Person","2,300"
"2005M03","Estonia","Rejected","Total","Person","0"
"2005M03","Ireland","Rejected","Total","Person","520"
"2005M03","Greece","Rejected","Total","Person","105"
