"TIME","GEO","DECISION","CITIZEN","UNIT","Value"
"2003M05","Poland","Geneva Convention status","Total","Person","5"
"2003M05","Portugal","Geneva Convention status","Total","Person","0"
"2003M05","Romania","Geneva Convention status","Total","Person",":"
"2003M05","Slovenia","Geneva Convention status","Total","Person","0"
"2003M05","Slovakia","Geneva Convention status","Total","Person","0"
"2003M05","Finland","Geneva Convention status","Total","Person","0"
"2003M05","Sweden","Geneva Convention status","Total","Person","35"
"2003M05","United Kingdom","Geneva Convention status","Total","Person","450"
"2003M05","Norway","Geneva Convention status","Total","Person","45"
"2003M06","Belgium","Geneva Convention status","Total","Person",":"
"2003M06","Bulgaria","Geneva Convention status","Total","Person","0"
"2003M06","Czech Republic","Geneva Convention status","Total","Person","15"
"2003M06","Denmark","Geneva Convention status","Total","Person","50"
"2003M06","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","0"
"2003M06","Estonia","Geneva Convention status","Total","Person","0"
"2003M06","Ireland","Geneva Convention status","Total","Person","25"
"2003M06","Greece","Geneva Convention status","Total","Person","0"
"2003M06","Spain","Geneva Convention status","Total","Person","30"
"2003M06","France","Geneva Convention status","Total","Person","590"
"2003M06","Italy","Geneva Convention status","Total","Person",":"
"2003M06","Cyprus","Geneva Convention status","Total","Person",":"
"2003M06","Latvia","Geneva Convention status","Total","Person","0"
"2003M06","Lithuania","Geneva Convention status","Total","Person","0"
"2003M06","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M06","Hungary","Geneva Convention status","Total","Person","5"
"2003M06","Malta","Geneva Convention status","Total","Person","0"
"2003M06","Netherlands","Geneva Convention status","Total","Person","45"
"2003M06","Austria","Geneva Convention status","Total","Person","95"
"2003M06","Poland","Geneva Convention status","Total","Person","20"
"2003M06","Portugal","Geneva Convention status","Total","Person","0"
"2003M06","Romania","Geneva Convention status","Total","Person",":"
"2003M06","Slovenia","Geneva Convention status","Total","Person","5"
"2003M06","Slovakia","Geneva Convention status","Total","Person","0"
"2003M06","Finland","Geneva Convention status","Total","Person","0"
"2003M06","Sweden","Geneva Convention status","Total","Person","45"
"2003M06","United Kingdom","Geneva Convention status","Total","Person","510"
"2003M06","Norway","Geneva Convention status","Total","Person","50"
"2003M07","Belgium","Geneva Convention status","Total","Person",":"
"2003M07","Bulgaria","Geneva Convention status","Total","Person","5"
"2003M07","Czech Republic","Geneva Convention status","Total","Person","5"
"2003M07","Denmark","Geneva Convention status","Total","Person","45"
"2003M07","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","210"
"2003M07","Estonia","Geneva Convention status","Total","Person","0"
"2003M07","Ireland","Geneva Convention status","Total","Person","35"
"2003M07","Greece","Geneva Convention status","Total","Person","0"
"2003M07","Spain","Geneva Convention status","Total","Person","30"
"2003M07","France","Geneva Convention status","Total","Person","665"
"2003M07","Italy","Geneva Convention status","Total","Person",":"
"2003M07","Cyprus","Geneva Convention status","Total","Person",":"
"2003M07","Latvia","Geneva Convention status","Total","Person","0"
"2003M07","Lithuania","Geneva Convention status","Total","Person","0"
"2003M07","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M07","Hungary","Geneva Convention status","Total","Person","5"
"2003M07","Malta","Geneva Convention status","Total","Person","5"
"2003M07","Netherlands","Geneva Convention status","Total","Person","50"
"2003M07","Austria","Geneva Convention status","Total","Person","190"
"2003M07","Poland","Geneva Convention status","Total","Person","15"
"2003M07","Portugal","Geneva Convention status","Total","Person","0"
"2003M07","Romania","Geneva Convention status","Total","Person",":"
"2003M07","Slovenia","Geneva Convention status","Total","Person","5"
"2003M07","Slovakia","Geneva Convention status","Total","Person","0"
"2003M07","Finland","Geneva Convention status","Total","Person","0"
"2003M07","Sweden","Geneva Convention status","Total","Person","15"
"2003M07","United Kingdom","Geneva Convention status","Total","Person","365"
"2003M07","Norway","Geneva Convention status","Total","Person","45"
"2003M08","Belgium","Geneva Convention status","Total","Person",":"
"2003M08","Bulgaria","Geneva Convention status","Total","Person","0"
"2003M08","Czech Republic","Geneva Convention status","Total","Person","15"
"2003M08","Denmark","Geneva Convention status","Total","Person","30"
"2003M08","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","170"
"2003M08","Estonia","Geneva Convention status","Total","Person","0"
"2003M08","Ireland","Geneva Convention status","Total","Person","35"
"2003M08","Greece","Geneva Convention status","Total","Person","0"
"2003M08","Spain","Geneva Convention status","Total","Person","20"
"2003M08","France","Geneva Convention status","Total","Person","480"
"2003M08","Italy","Geneva Convention status","Total","Person",":"
"2003M08","Cyprus","Geneva Convention status","Total","Person",":"
"2003M08","Latvia","Geneva Convention status","Total","Person","0"
"2003M08","Lithuania","Geneva Convention status","Total","Person","0"
"2003M08","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M08","Hungary","Geneva Convention status","Total","Person","5"
"2003M08","Malta","Geneva Convention status","Total","Person","0"
"2003M08","Netherlands","Geneva Convention status","Total","Person","30"
"2003M08","Austria","Geneva Convention status","Total","Person","145"
"2003M08","Poland","Geneva Convention status","Total","Person","5"
"2003M08","Portugal","Geneva Convention status","Total","Person","0"
"2003M08","Romania","Geneva Convention status","Total","Person",":"
"2003M08","Slovenia","Geneva Convention status","Total","Person","0"
"2003M08","Slovakia","Geneva Convention status","Total","Person","0"
"2003M08","Finland","Geneva Convention status","Total","Person","0"
"2003M08","Sweden","Geneva Convention status","Total","Person","40"
"2003M08","United Kingdom","Geneva Convention status","Total","Person","355"
"2003M08","Norway","Geneva Convention status","Total","Person","65"
"2003M09","Belgium","Geneva Convention status","Total","Person",":"
"2003M09","Bulgaria","Geneva Convention status","Total","Person","0"
"2003M09","Czech Republic","Geneva Convention status","Total","Person","10"
"2003M09","Denmark","Geneva Convention status","Total","Person","5"
"2003M09","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","205"
"2003M09","Estonia","Geneva Convention status","Total","Person","0"
"2003M09","Ireland","Geneva Convention status","Total","Person","25"
"2003M09","Greece","Geneva Convention status","Total","Person","0"
"2003M09","Spain","Geneva Convention status","Total","Person","30"
"2003M09","France","Geneva Convention status","Total","Person","480"
"2003M09","Italy","Geneva Convention status","Total","Person",":"
"2003M09","Cyprus","Geneva Convention status","Total","Person",":"
"2003M09","Latvia","Geneva Convention status","Total","Person","0"
"2003M09","Lithuania","Geneva Convention status","Total","Person","0"
"2003M09","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M09","Hungary","Geneva Convention status","Total","Person","25"
"2003M09","Malta","Geneva Convention status","Total","Person","0"
"2003M09","Netherlands","Geneva Convention status","Total","Person","50"
"2003M09","Austria","Geneva Convention status","Total","Person","180"
"2003M09","Poland","Geneva Convention status","Total","Person","15"
"2003M09","Portugal","Geneva Convention status","Total","Person","0"
"2003M09","Romania","Geneva Convention status","Total","Person",":"
"2003M09","Slovenia","Geneva Convention status","Total","Person","0"
"2003M09","Slovakia","Geneva Convention status","Total","Person","0"
"2003M09","Finland","Geneva Convention status","Total","Person","0"
"2003M09","Sweden","Geneva Convention status","Total","Person","25"
"2003M09","United Kingdom","Geneva Convention status","Total","Person","360"
"2003M09","Norway","Geneva Convention status","Total","Person","75"
"2003M10","Belgium","Geneva Convention status","Total","Person",":"
"2003M10","Bulgaria","Geneva Convention status","Total","Person","0"
"2003M10","Czech Republic","Geneva Convention status","Total","Person","10"
"2003M10","Denmark","Geneva Convention status","Total","Person","5"
"2003M10","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","210"
"2003M10","Estonia","Geneva Convention status","Total","Person","0"
"2003M10","Ireland","Geneva Convention status","Total","Person","30"
"2003M10","Greece","Geneva Convention status","Total","Person","0"
"2003M10","Spain","Geneva Convention status","Total","Person","0"
"2003M10","France","Geneva Convention status","Total","Person","635"
"2003M10","Italy","Geneva Convention status","Total","Person",":"
"2003M10","Cyprus","Geneva Convention status","Total","Person","0"
"2003M10","Latvia","Geneva Convention status","Total","Person","0"
"2003M10","Lithuania","Geneva Convention status","Total","Person","0"
"2003M10","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M10","Hungary","Geneva Convention status","Total","Person","5"
"2003M10","Malta","Geneva Convention status","Total","Person","5"
"2003M10","Netherlands","Geneva Convention status","Total","Person","45"
"2003M10","Austria","Geneva Convention status","Total","Person","290"
"2003M10","Poland","Geneva Convention status","Total","Person","25"
"2003M10","Portugal","Geneva Convention status","Total","Person","0"
"2003M10","Romania","Geneva Convention status","Total","Person",":"
"2003M10","Slovenia","Geneva Convention status","Total","Person","0"
"2003M10","Slovakia","Geneva Convention status","Total","Person","5"
"2003M10","Finland","Geneva Convention status","Total","Person","0"
"2003M10","Sweden","Geneva Convention status","Total","Person","40"
"2003M10","United Kingdom","Geneva Convention status","Total","Person","375"
"2003M10","Norway","Geneva Convention status","Total","Person","45"
"2003M11","Belgium","Geneva Convention status","Total","Person",":"
"2003M11","Bulgaria","Geneva Convention status","Total","Person","0"
"2003M11","Czech Republic","Geneva Convention status","Total","Person","15"
"2003M11","Denmark","Geneva Convention status","Total","Person","15"
"2003M11","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","185"
"2003M11","Estonia","Geneva Convention status","Total","Person","0"
"2003M11","Ireland","Geneva Convention status","Total","Person","25"
"2003M11","Greece","Geneva Convention status","Total","Person","0"
"2003M11","Spain","Geneva Convention status","Total","Person","35"
"2003M11","France","Geneva Convention status","Total","Person","525"
"2003M11","Italy","Geneva Convention status","Total","Person",":"
"2003M11","Cyprus","Geneva Convention status","Total","Person",":"
"2003M11","Latvia","Geneva Convention status","Total","Person","0"
"2003M11","Lithuania","Geneva Convention status","Total","Person","0"
"2003M11","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M11","Hungary","Geneva Convention status","Total","Person","15"
"2003M11","Malta","Geneva Convention status","Total","Person","0"
"2003M11","Netherlands","Geneva Convention status","Total","Person","25"
"2003M11","Austria","Geneva Convention status","Total","Person","295"
"2003M11","Poland","Geneva Convention status","Total","Person","40"
"2003M11","Portugal","Geneva Convention status","Total","Person","0"
"2003M11","Romania","Geneva Convention status","Total","Person",":"
"2003M11","Slovenia","Geneva Convention status","Total","Person","5"
"2003M11","Slovakia","Geneva Convention status","Total","Person","0"
"2003M11","Finland","Geneva Convention status","Total","Person","0"
"2003M11","Sweden","Geneva Convention status","Total","Person","40"
"2003M11","United Kingdom","Geneva Convention status","Total","Person","290"
"2003M11","Norway","Geneva Convention status","Total","Person","65"
"2003M12","Belgium","Geneva Convention status","Total","Person",":"
"2003M12","Bulgaria","Geneva Convention status","Total","Person","0"
"2003M12","Czech Republic","Geneva Convention status","Total","Person","5"
"2003M12","Denmark","Geneva Convention status","Total","Person","10"
"2003M12","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","205"
"2003M12","Estonia","Geneva Convention status","Total","Person","0"
"2003M12","Ireland","Geneva Convention status","Total","Person","15"
"2003M12","Greece","Geneva Convention status","Total","Person","0"
"2003M12","Spain","Geneva Convention status","Total","Person","10"
"2003M12","France","Geneva Convention status","Total","Person","730"
"2003M12","Italy","Geneva Convention status","Total","Person",":"
"2003M12","Cyprus","Geneva Convention status","Total","Person",":"
"2003M12","Latvia","Geneva Convention status","Total","Person","0"
"2003M12","Lithuania","Geneva Convention status","Total","Person","0"
"2003M12","Luxembourg","Geneva Convention status","Total","Person",":"
"2003M12","Hungary","Geneva Convention status","Total","Person","40"
"2003M12","Malta","Geneva Convention status","Total","Person","0"
"2003M12","Netherlands","Geneva Convention status","Total","Person","30"
"2003M12","Austria","Geneva Convention status","Total","Person","330"
"2003M12","Poland","Geneva Convention status","Total","Person","30"
"2003M12","Portugal","Geneva Convention status","Total","Person","0"
"2003M12","Romania","Geneva Convention status","Total","Person",":"
"2003M12","Slovenia","Geneva Convention status","Total","Person","0"
"2003M12","Slovakia","Geneva Convention status","Total","Person","5"
"2003M12","Finland","Geneva Convention status","Total","Person","0"
"2003M12","Sweden","Geneva Convention status","Total","Person","30"
"2003M12","United Kingdom","Geneva Convention status","Total","Person","190"
"2003M12","Norway","Geneva Convention status","Total","Person","30"
"2004M01","Belgium","Geneva Convention status","Total","Person",":"
"2004M01","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M01","Czech Republic","Geneva Convention status","Total","Person","10"
"2004M01","Denmark","Geneva Convention status","Total","Person","10"
"2004M01","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","250"
"2004M01","Estonia","Geneva Convention status","Total","Person","0"
"2004M01","Ireland","Geneva Convention status","Total","Person","45"
"2004M01","Greece","Geneva Convention status","Total","Person","0"
"2004M01","Spain","Geneva Convention status","Total","Person","15"
"2004M01","France","Geneva Convention status","Total","Person","375"
"2004M01","Italy","Geneva Convention status","Total","Person",":"
"2004M01","Cyprus","Geneva Convention status","Total","Person","0"
"2004M01","Latvia","Geneva Convention status","Total","Person","0"
"2004M01","Lithuania","Geneva Convention status","Total","Person","5"
"2004M01","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M01","Hungary","Geneva Convention status","Total","Person","10"
"2004M01","Malta","Geneva Convention status","Total","Person","0"
"2004M01","Netherlands","Geneva Convention status","Total","Person","40"
"2004M01","Austria","Geneva Convention status","Total","Person","310"
"2004M01","Poland","Geneva Convention status","Total","Person","10"
"2004M01","Portugal","Geneva Convention status","Total","Person","0"
"2004M01","Romania","Geneva Convention status","Total","Person",":"
"2004M01","Slovenia","Geneva Convention status","Total","Person","0"
"2004M01","Slovakia","Geneva Convention status","Total","Person","0"
"2004M01","Finland","Geneva Convention status","Total","Person","0"
"2004M01","Sweden","Geneva Convention status","Total","Person","15"
"2004M01","United Kingdom","Geneva Convention status","Total","Person","250"
"2004M01","Norway","Geneva Convention status","Total","Person",":"
"2004M02","Belgium","Geneva Convention status","Total","Person",":"
"2004M02","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M02","Czech Republic","Geneva Convention status","Total","Person","5"
"2004M02","Denmark","Geneva Convention status","Total","Person","10"
"2004M02","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","0"
"2004M02","Estonia","Geneva Convention status","Total","Person","0"
"2004M02","Ireland","Geneva Convention status","Total","Person","25"
"2004M02","Greece","Geneva Convention status","Total","Person","0"
"2004M02","Spain","Geneva Convention status","Total","Person","10"
"2004M02","France","Geneva Convention status","Total","Person","415"
"2004M02","Italy","Geneva Convention status","Total","Person",":"
"2004M02","Cyprus","Geneva Convention status","Total","Person","5"
"2004M02","Latvia","Geneva Convention status","Total","Person","0"
"2004M02","Lithuania","Geneva Convention status","Total","Person","0"
"2004M02","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M02","Hungary","Geneva Convention status","Total","Person","10"
"2004M02","Malta","Geneva Convention status","Total","Person","0"
"2004M02","Netherlands","Geneva Convention status","Total","Person","35"
"2004M02","Austria","Geneva Convention status","Total","Person","365"
"2004M02","Poland","Geneva Convention status","Total","Person","10"
"2004M02","Portugal","Geneva Convention status","Total","Person","0"
"2004M02","Romania","Geneva Convention status","Total","Person",":"
"2004M02","Slovenia","Geneva Convention status","Total","Person","5"
"2004M02","Slovakia","Geneva Convention status","Total","Person","0"
"2004M02","Finland","Geneva Convention status","Total","Person","5"
"2004M02","Sweden","Geneva Convention status","Total","Person","25"
"2004M02","United Kingdom","Geneva Convention status","Total","Person","290"
"2004M02","Norway","Geneva Convention status","Total","Person",":"
"2004M03","Belgium","Geneva Convention status","Total","Person",":"
"2004M03","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M03","Czech Republic","Geneva Convention status","Total","Person","5"
"2004M03","Denmark","Geneva Convention status","Total","Person","10"
"2004M03","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","260"
"2004M03","Estonia","Geneva Convention status","Total","Person","0"
"2004M03","Ireland","Geneva Convention status","Total","Person","35"
"2004M03","Greece","Geneva Convention status","Total","Person","5"
"2004M03","Spain","Geneva Convention status","Total","Person","5"
"2004M03","France","Geneva Convention status","Total","Person","690"
"2004M03","Italy","Geneva Convention status","Total","Person",":"
"2004M03","Cyprus","Geneva Convention status","Total","Person","0"
"2004M03","Latvia","Geneva Convention status","Total","Person","0"
"2004M03","Lithuania","Geneva Convention status","Total","Person","0"
"2004M03","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M03","Hungary","Geneva Convention status","Total","Person","5"
"2004M03","Malta","Geneva Convention status","Total","Person","0"
"2004M03","Netherlands","Geneva Convention status","Total","Person","50"
"2004M03","Austria","Geneva Convention status","Total","Person","690"
"2004M03","Poland","Geneva Convention status","Total","Person","30"
"2004M03","Portugal","Geneva Convention status","Total","Person","0"
"2004M03","Romania","Geneva Convention status","Total","Person",":"
"2004M03","Slovenia","Geneva Convention status","Total","Person","0"
"2004M03","Slovakia","Geneva Convention status","Total","Person","0"
"2004M03","Finland","Geneva Convention status","Total","Person","0"
"2004M03","Sweden","Geneva Convention status","Total","Person","10"
"2004M03","United Kingdom","Geneva Convention status","Total","Person","235"
"2004M03","Norway","Geneva Convention status","Total","Person","45"
"2004M04","Belgium","Geneva Convention status","Total","Person",":"
"2004M04","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M04","Czech Republic","Geneva Convention status","Total","Person","15"
"2004M04","Denmark","Geneva Convention status","Total","Person","5"
"2004M04","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","165"
"2004M04","Estonia","Geneva Convention status","Total","Person","0"
"2004M04","Ireland","Geneva Convention status","Total","Person","35"
"2004M04","Greece","Geneva Convention status","Total","Person","0"
"2004M04","Spain","Geneva Convention status","Total","Person","35"
"2004M04","France","Geneva Convention status","Total","Person","640"
"2004M04","Italy","Geneva Convention status","Total","Person",":"
"2004M04","Cyprus","Geneva Convention status","Total","Person","0"
"2004M04","Latvia","Geneva Convention status","Total","Person","0"
"2004M04","Lithuania","Geneva Convention status","Total","Person","0"
"2004M04","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M04","Hungary","Geneva Convention status","Total","Person","10"
"2004M04","Malta","Geneva Convention status","Total","Person","0"
"2004M04","Netherlands","Geneva Convention status","Total","Person","30"
"2004M04","Austria","Geneva Convention status","Total","Person","435"
"2004M04","Poland","Geneva Convention status","Total","Person","10"
"2004M04","Portugal","Geneva Convention status","Total","Person","0"
"2004M04","Romania","Geneva Convention status","Total","Person",":"
"2004M04","Slovenia","Geneva Convention status","Total","Person","0"
"2004M04","Slovakia","Geneva Convention status","Total","Person","0"
"2004M04","Finland","Geneva Convention status","Total","Person","10"
"2004M04","Sweden","Geneva Convention status","Total","Person","5"
"2004M04","United Kingdom","Geneva Convention status","Total","Person","140"
"2004M04","Norway","Geneva Convention status","Total","Person","15"
"2004M05","Belgium","Geneva Convention status","Total","Person",":"
"2004M05","Bulgaria","Geneva Convention status","Total","Person","5"
"2004M05","Czech Republic","Geneva Convention status","Total","Person","5"
"2004M05","Denmark","Geneva Convention status","Total","Person","15"
"2004M05","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","130"
"2004M05","Estonia","Geneva Convention status","Total","Person","0"
"2004M05","Ireland","Geneva Convention status","Total","Person","40"
"2004M05","Greece","Geneva Convention status","Total","Person","0"
"2004M05","Spain","Geneva Convention status","Total","Person","5"
"2004M05","France","Geneva Convention status","Total","Person","570"
"2004M05","Italy","Geneva Convention status","Total","Person",":"
"2004M05","Cyprus","Geneva Convention status","Total","Person","5"
"2004M05","Latvia","Geneva Convention status","Total","Person","0"
"2004M05","Lithuania","Geneva Convention status","Total","Person","0"
"2004M05","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M05","Hungary","Geneva Convention status","Total","Person","15"
"2004M05","Malta","Geneva Convention status","Total","Person","0"
"2004M05","Netherlands","Geneva Convention status","Total","Person",":"
"2004M05","Austria","Geneva Convention status","Total","Person","475"
"2004M05","Poland","Geneva Convention status","Total","Person","25"
"2004M05","Portugal","Geneva Convention status","Total","Person","0"
"2004M05","Romania","Geneva Convention status","Total","Person",":"
"2004M05","Slovenia","Geneva Convention status","Total","Person","5"
"2004M05","Slovakia","Geneva Convention status","Total","Person","0"
"2004M05","Finland","Geneva Convention status","Total","Person","10"
"2004M05","Sweden","Geneva Convention status","Total","Person","10"
"2004M05","United Kingdom","Geneva Convention status","Total","Person","200"
"2004M05","Norway","Geneva Convention status","Total","Person","35"
"2004M06","Belgium","Geneva Convention status","Total","Person",":"
"2004M06","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M06","Czech Republic","Geneva Convention status","Total","Person","10"
"2004M06","Denmark","Geneva Convention status","Total","Person","0"
"2004M06","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","145"
"2004M06","Estonia","Geneva Convention status","Total","Person","0"
"2004M06","Ireland","Geneva Convention status","Total","Person","30"
"2004M06","Greece","Geneva Convention status","Total","Person","0"
"2004M06","Spain","Geneva Convention status","Total","Person","0"
"2004M06","France","Geneva Convention status","Total","Person","665"
"2004M06","Italy","Geneva Convention status","Total","Person",":"
"2004M06","Cyprus","Geneva Convention status","Total","Person","0"
"2004M06","Latvia","Geneva Convention status","Total","Person","0"
"2004M06","Lithuania","Geneva Convention status","Total","Person","0"
"2004M06","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M06","Hungary","Geneva Convention status","Total","Person","20"
"2004M06","Malta","Geneva Convention status","Total","Person","0"
"2004M06","Netherlands","Geneva Convention status","Total","Person",":"
"2004M06","Austria","Geneva Convention status","Total","Person","435"
"2004M06","Poland","Geneva Convention status","Total","Person","20"
"2004M06","Portugal","Geneva Convention status","Total","Person","0"
"2004M06","Romania","Geneva Convention status","Total","Person",":"
"2004M06","Slovenia","Geneva Convention status","Total","Person","0"
"2004M06","Slovakia","Geneva Convention status","Total","Person","0"
"2004M06","Finland","Geneva Convention status","Total","Person","0"
"2004M06","Sweden","Geneva Convention status","Total","Person","30"
"2004M06","United Kingdom","Geneva Convention status","Total","Person","160"
"2004M06","Norway","Geneva Convention status","Total","Person","25"
"2004M07","Belgium","Geneva Convention status","Total","Person",":"
"2004M07","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M07","Czech Republic","Geneva Convention status","Total","Person","15"
"2004M07","Denmark","Geneva Convention status","Total","Person","10"
"2004M07","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","245"
"2004M07","Estonia","Geneva Convention status","Total","Person","0"
"2004M07","Ireland","Geneva Convention status","Total","Person","40"
"2004M07","Greece","Geneva Convention status","Total","Person","0"
"2004M07","Spain","Geneva Convention status","Total","Person","25"
"2004M07","France","Geneva Convention status","Total","Person","505"
"2004M07","Italy","Geneva Convention status","Total","Person",":"
"2004M07","Cyprus","Geneva Convention status","Total","Person","0"
"2004M07","Latvia","Geneva Convention status","Total","Person","0"
"2004M07","Lithuania","Geneva Convention status","Total","Person","0"
"2004M07","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M07","Hungary","Geneva Convention status","Total","Person","0"
"2004M07","Malta","Geneva Convention status","Total","Person","0"
"2004M07","Netherlands","Geneva Convention status","Total","Person",":"
"2004M07","Austria","Geneva Convention status","Total","Person","465"
"2004M07","Poland","Geneva Convention status","Total","Person","30"
"2004M07","Portugal","Geneva Convention status","Total","Person","0"
"2004M07","Romania","Geneva Convention status","Total","Person",":"
"2004M07","Slovenia","Geneva Convention status","Total","Person","0"
"2004M07","Slovakia","Geneva Convention status","Total","Person","0"
"2004M07","Finland","Geneva Convention status","Total","Person","0"
"2004M07","Sweden","Geneva Convention status","Total","Person","20"
"2004M07","United Kingdom","Geneva Convention status","Total","Person","170"
"2004M07","Norway","Geneva Convention status","Total","Person","25"
"2004M08","Belgium","Geneva Convention status","Total","Person",":"
"2004M08","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M08","Czech Republic","Geneva Convention status","Total","Person","5"
"2004M08","Denmark","Geneva Convention status","Total","Person","10"
"2004M08","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","160"
"2004M08","Estonia","Geneva Convention status","Total","Person","0"
"2004M08","Ireland","Geneva Convention status","Total","Person","45"
"2004M08","Greece","Geneva Convention status","Total","Person","5"
"2004M08","Spain","Geneva Convention status","Total","Person","0"
"2004M08","France","Geneva Convention status","Total","Person","510"
"2004M08","Italy","Geneva Convention status","Total","Person",":"
"2004M08","Cyprus","Geneva Convention status","Total","Person","5"
"2004M08","Latvia","Geneva Convention status","Total","Person","0"
"2004M08","Lithuania","Geneva Convention status","Total","Person","0"
"2004M08","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M08","Hungary","Geneva Convention status","Total","Person","10"
"2004M08","Malta","Geneva Convention status","Total","Person","0"
"2004M08","Netherlands","Geneva Convention status","Total","Person",":"
"2004M08","Austria","Geneva Convention status","Total","Person","385"
"2004M08","Poland","Geneva Convention status","Total","Person","20"
"2004M08","Portugal","Geneva Convention status","Total","Person","0"
"2004M08","Romania","Geneva Convention status","Total","Person",":"
"2004M08","Slovenia","Geneva Convention status","Total","Person","0"
"2004M08","Slovakia","Geneva Convention status","Total","Person","0"
"2004M08","Finland","Geneva Convention status","Total","Person","0"
"2004M08","Sweden","Geneva Convention status","Total","Person","20"
"2004M08","United Kingdom","Geneva Convention status","Total","Person","120"
"2004M08","Norway","Geneva Convention status","Total","Person",":"
"2004M09","Belgium","Geneva Convention status","Total","Person",":"
"2004M09","Bulgaria","Geneva Convention status","Total","Person","0"
"2004M09","Czech Republic","Geneva Convention status","Total","Person","10"
"2004M09","Denmark","Geneva Convention status","Total","Person","5"
"2004M09","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","90"
"2004M09","Estonia","Geneva Convention status","Total","Person","0"
"2004M09","Ireland","Geneva Convention status","Total","Person","25"
"2004M09","Greece","Geneva Convention status","Total","Person","0"
"2004M09","Spain","Geneva Convention status","Total","Person","50"
"2004M09","France","Geneva Convention status","Total","Person","425"
"2004M09","Italy","Geneva Convention status","Total","Person",":"
"2004M09","Cyprus","Geneva Convention status","Total","Person","5"
"2004M09","Latvia","Geneva Convention status","Total","Person","0"
"2004M09","Lithuania","Geneva Convention status","Total","Person","0"
"2004M09","Luxembourg","Geneva Convention status","Total","Person",":"
"2004M09","Hungary","Geneva Convention status","Total","Person","20"
"2004M09","Malta","Geneva Convention status","Total","Person","0"
"2004M09","Netherlands","Geneva Convention status","Total","Person",":"
"2004M09","Austria","Geneva Convention status","Total","Person","280"
"2004M09","Poland","Geneva Convention status","Total","Person","30"
"2004M09","Portugal","Geneva Convention status","Total","Person","0"
"2004M09","Romania","Geneva Convention status","Total","Person",":"
"2004M09","Slovenia","Geneva Convention status","Total","Person","0"
"2004M09","Slovakia","Geneva Convention status","Total","Person","0"
"2004M09","Finland","Geneva Convention status","Total","Person","0"
"2004M09","Sweden","Geneva Convention status","Total","Person","20"
"2004M09","United Kingdom","Geneva Convention status","Total","Person","130"
"2004M09","Norway","Geneva Convention status","Total","Person",":"
"2004M10","Belgium","Geneva Convention status","Total","Person",":"
"2004M10","Bulgaria","Geneva Convention status","Total","Person","5"
"2004M10","Czech Republic","Geneva Convention status","Total","Person","5"
"2004M10","Denmark","Geneva Convention status","Total","Person","5"
"2004M10","Germany (until 1990 former territory of the FRG)","Geneva Convention status","Total","Person","115"
"2004M10","Estonia","Geneva Convention status","Total","Person","0"
"2004M10","Ireland","Geneva Convention status","Total","Person","30"
"2004M10","Greece","Geneva Convention status","Total","Person","0"
"2004M10","Spain","Geneva Convention status","Total","Person","5"
"2004M10","France","Geneva Convention status","Total","Person","500"
"2004M10","Italy","Geneva Convention status","Total","Person",":"
"2004M10","Cyprus","Geneva Convention status","Total","Person","0"
"2004M10","Latvia","Geneva Convention status","Total","Person","0"
"2004M10","Lithuania","Geneva Convention status","Total","Person","5"
"2004M10","Luxembourg","Geneva Convention status","Total","Person",":"
