Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Cameroon,"CMR","Population density (people per sq. km of land area)","EN.POP.DNST","2012","YR2012","45.8198218781071"
Cameroon,"CMR","Population density (people per sq. km of land area)","EN.POP.DNST","2013","YR2013","46.9868756743035"
Cameroon,"CMR","Population density (people per sq. km of land area)","EN.POP.DNST","2014","YR2014","48.1754437181359"
Cameroon,"CMR","Population density (people per sq. km of land area)","EN.POP.DNST","2015","YR2015","49.383721520594"
Cameroon,"CMR","Population density (people per sq. km of land area)","EN.POP.DNST","2016","YR2016",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2000","YR2000",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2001","YR2001","40.2"
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2002","YR2002",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2003","YR2003",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2004","YR2004",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2005","YR2005",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2006","YR2006",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2007","YR2007","39.9"
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2008","YR2008",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2009","YR2009",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2010","YR2010",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2011","YR2011",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2012","YR2012",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2013","YR2013",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2014","YR2014","37.5"
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2015","YR2015",""
Cameroon,"CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2016","YR2016",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2000","YR2000",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2001","YR2001","23.12"
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2002","YR2002",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2003","YR2003",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2004","YR2004",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2005","YR2005",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2006","YR2006",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2007","YR2007","29.27"
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2008","YR2008",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2009","YR2009",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2010","YR2010",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2011","YR2011",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2012","YR2012",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2013","YR2013",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2014","YR2014","23.98"
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2015","YR2015",""
Cameroon,"CMR","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2016","YR2016",""
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2000","YR2000","28408994833.901"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2001","YR2001","30097682794.8177"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2002","YR2002","32140894665.5617"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2003","YR2003","34948868788.9724"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2004","YR2004","37744779025.9828"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2005","YR2005","39693252787.3133"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2006","YR2006","42902783346.6493"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2007","YR2007","44996475720.9205"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2008","YR2008","47531242224.6685"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2009","YR2009","49454954193.5"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2010","YR2010","51367270251.7092"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2011","YR2011","54586089571.7222"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2012","YR2012","57823607449.1408"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2013","YR2013","61765299765.9483"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2014","YR2014","67408021052.619"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2015","YR2015","71605939714.3185"
Cameroon,"CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2016","YR2016",""
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2000","YR2000","1780"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2001","YR2001","1840"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2002","YR2002","1920"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2003","YR2003","2030"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2004","YR2004","2140"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2005","YR2005","2190"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2006","YR2006","2310"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2007","YR2007","2360"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2008","YR2008","2430"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2009","YR2009","2460"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2010","YR2010","2490"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2011","YR2011","2580"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2012","YR2012","2670"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2013","YR2013","2780"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2014","YR2014","2960"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2015","YR2015","3070"
Cameroon,"CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","2016","YR2016",""
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2000","YR2000","51.9358780487805"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2001","YR2001","51.7571951219512"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2002","YR2002","51.6552682926829"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2003","YR2003","51.6390487804878"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2004","YR2004","51.716487804878"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2005","YR2005","51.8890487804878"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2006","YR2006","52.150243902439"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2007","YR2007","52.4791463414634"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2008","YR2008","52.8558292682927"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2009","YR2009","53.2648536585366"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2010","YR2010","53.6948292682927"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2011","YR2011","54.1373658536585"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2012","YR2012","54.587512195122"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2013","YR2013","55.0418048780488"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2014","YR2014","55.492756097561"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2015","YR2015",""
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","2016","YR2016",""
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2000","YR2000","2403.86385795837"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2001","YR2001","2447.58634983954"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2002","YR2002","2480.46261156563"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2003","YR2003","2514.63599318645"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2004","YR2004","2541.45421754564"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2005","YR2005","2533.93587911319"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2006","YR2006","2549.51042417824"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2007","YR2007","2566.14382441477"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2008","YR2008","2573.73630414986"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2009","YR2009","2557.57775746636"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2010","YR2010","2574.96992074767"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2011","YR2011","2614.49556147628"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2012","YR2012","2666.240586016"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2013","YR2013","2744.62168417819"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2014","YR2014","2835.56667695958"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2015","YR2015","2925.88741702158"
Cameroon,"CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","2016","YR2016",""
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2000","YR2000","1905.37095871236"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2001","YR2001","1984.23793560505"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2002","YR2002","2041.76012186486"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2003","YR2003","2111.16425178734"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2004","YR2004","2192.34974608017"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2005","YR2005","2256.1973583548"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2006","YR2006","2339.80725928293"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2007","YR2007","2417.74892581232"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2008","YR2008","2472.46953256389"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2009","YR2009","2475.60567133384"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2010","YR2010","2522.88180995012"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2011","YR2011","2614.49556147628"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2012","YR2012","2715.35411027364"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2013","YR2013","2840.32136806036"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2014","YR2014","2986.97418770438"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2015","YR2015","3115.27881870257"
Cameroon,"CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","2016","YR2016",""
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2000","YR2000","6.40000009536743"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2001","YR2001","7.5"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2002","YR2002","5.90000009536743"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2003","YR2003","6"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2004","YR2004","5.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2005","YR2005","4.40000009536743"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2006","YR2006","4.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2007","YR2007","4.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2008","YR2008","4.19999980926514"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2009","YR2009","4.5"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2010","YR2010","4.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2011","YR2011","4.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2012","YR2012","4.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2013","YR2013","4.09999990463257"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2014","YR2014","4.30000019073486"
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2015","YR2015",""
Cameroon,"CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2016","YR2016",""
China,"CHN","Population, total","SP.POP.TOTL","2000","YR2000","1262645000"
China,"CHN","Population, total","SP.POP.TOTL","2001","YR2001","1271850000"
China,"CHN","Population, total","SP.POP.TOTL","2002","YR2002","1280400000"
China,"CHN","Population, total","SP.POP.TOTL","2003","YR2003","1288400000"
China,"CHN","Population, total","SP.POP.TOTL","2004","YR2004","1296075000"
China,"CHN","Population, total","SP.POP.TOTL","2005","YR2005","1303720000"
China,"CHN","Population, total","SP.POP.TOTL","2006","YR2006","1311020000"
China,"CHN","Population, total","SP.POP.TOTL","2007","YR2007","1317885000"
China,"CHN","Population, total","SP.POP.TOTL","2008","YR2008","1324655000"
China,"CHN","Population, total","SP.POP.TOTL","2009","YR2009","1331260000"
China,"CHN","Population, total","SP.POP.TOTL","2010","YR2010","1337705000"
China,"CHN","Population, total","SP.POP.TOTL","2011","YR2011","1344130000"
China,"CHN","Population, total","SP.POP.TOTL","2012","YR2012","1350695000"
China,"CHN","Population, total","SP.POP.TOTL","2013","YR2013","1357380000"
China,"CHN","Population, total","SP.POP.TOTL","2014","YR2014","1364270000"
China,"CHN","Population, total","SP.POP.TOTL","2015","YR2015","1371220000"
China,"CHN","Population, total","SP.POP.TOTL","2016","YR2016",""
China,"CHN","Population growth (annual %)","SP.POP.GROW","2000","YR2000","0.787956592953992"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2001","YR2001","0.726380637838525"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2002","YR2002","0.669999567758626"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2003","YR2003","0.622860936133583"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2004","YR2004","0.593932815112141"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2005","YR2005","0.588124989556992"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2006","YR2006","0.558374367373002"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2007","YR2007","0.522271866392275"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2008","YR2008","0.51238693163744"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2009","YR2009","0.497381400884935"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2010","YR2010","0.482959688678361"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2011","YR2011","0.47915045424996"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2012","YR2012","0.487231117971201"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2013","YR2013","0.49370963351136"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2014","YR2014","0.506311591779847"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2015","YR2015","0.508136747291937"
China,"CHN","Population growth (annual %)","SP.POP.GROW","2016","YR2016",""
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2000","YR2000","9562920"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2001","YR2001","9562914.2"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2002","YR2002","9562913.2"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2003","YR2003","9562912.7"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2004","YR2004","9562912.5"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2005","YR2005","9562911.8"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2006","YR2006","9562911.4"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2007","YR2007","9562910.8"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2008","YR2008","9562910.8"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2009","YR2009","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2010","YR2010","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2011","YR2011","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2012","YR2012","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2013","YR2013","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2014","YR2014","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2015","YR2015","9562911"
China,"CHN","Surface area (sq. km)","AG.SRF.TOTL.K2","2016","YR2016",""
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2000","YR2000","134.492481002789"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2001","YR2001","135.473048750848"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2002","YR2002","136.383779609948"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2003","YR2003","137.235919250104"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2004","YR2004","138.053436689892"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2005","YR2005","138.867766063821"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2006","YR2006","139.645342881819"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2007","YR2007","140.376588050196"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2008","YR2008","141.097705219827"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2009","YR2009","141.801244134798"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2010","YR2010","142.487743405"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2011","YR2011","143.172112343875"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2012","YR2012","143.87139360204"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2013","YR2013","144.583456848168"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2014","YR2014","145.317355990401"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2015","YR2015","146.057646126616"
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","2016","YR2016",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2000","YR2000",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2001","YR2001",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2002","YR2002",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2003","YR2003",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2004","YR2004",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2005","YR2005",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2006","YR2006",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2007","YR2007",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2008","YR2008",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2009","YR2009",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2010","YR2010",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2011","YR2011",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2012","YR2012",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2013","YR2013",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2014","YR2014",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2015","YR2015",""
China,"CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2016","YR2016",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2000","YR2000",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2001","YR2001",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2002","YR2002","31.95"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2003","YR2003",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2004","YR2004",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2005","YR2005","18.75"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2006","YR2006",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2007","YR2007",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2008","YR2008","14.65"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2009","YR2009",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2010","YR2010","11.18"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2011","YR2011","7.9"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2012","YR2012","6.47"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2013","YR2013","1.85"
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2014","YR2014",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2015","YR2015",""
China,"CHN","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","2016","YR2016",""
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2000","YR2000","3658897784094.08"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2001","YR2001","4045321664192.97"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2002","YR2002","4501334219731.29"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2003","YR2003","5072297245906.09"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2004","YR2004","5759123851105.92"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2005","YR2005","6592486902372.11"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2006","YR2006","7699262043258.74"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2007","YR2007","9066415680711.62"
China,"CHN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2008","YR2008","10176670341251.5"
